symbol,price,sma_50,sma_200,above_sma50,above_sma200,golden_cross,death_cross,rsi_14,macd,macd_signal,macd_histogram,bb_position,mom_1m,mom_3m,mom_6m,mom_12m,volatility_20d,volatility_1y,sharpe_1y,sortino_1y,max_drawdown_1y,avg_volume_20d,volume_ratio,mom_score,trend_score,rsi_score,sharpe_score,dd_score,composite_score,signal
ATT,1697.0,1709.3090234375,1604.706953125,False,True,False,False,51.02880658436214,-13.843339167166505,-17.595118327381996,3.7517791602154915,0.5933573582010494,-3.6342986939239097,-5.958003243008491,10.511588004531491,22.59664065783604,19.083824574577363,24.00423268248744,0.5746215028506443,0.9993574421137467,-11.724960782508042,909558.3,1.0060663511069055,0.8,0.7,0.9,0.5,0.8,0.745,HOLD
AVI,9465.0,10137.88390625,10168.353413085937,False,False,False,True,29.32330827067669,-191.40904948936804,-155.24625163103366,-36.162797858334386,0.08064226554280107,-3.5757946210268954,-15.553783170753233,-8.87222210364984,2.0371079632057754,18.541291500857774,18.87053244400648,-0.28959218975040674,-0.42576727110951523,-17.92774337085536,929424.05,0.724979087855538,0.5,0.2,0.8,0.2,0.8,0.47,SELL
BAC,500.0,879.86,887.61,False,False,False,True,36.6506153023007,-71.3058474927567,-20.186440861249345,-51.11940663150735,0.07695004321118008,-49.949949949949946,-52.38095238095239,-50.0,-20.63492063492064,882.3660901094181,284.65626382182177,0.8382935706799763,0.9946753330963801,-72.72727272727273,3051.05,0.26220481473591056,0.3,0.2,0.9,0.5,0.2,0.38,SELL
BAT,230.0,217.5,217.76,True,True,False,False,64.58333333333334,0.7044471259854959,0.18189195278464446,0.5225551732008514,1.1325846655954388,6.976744186046502,-3.361344537815125,7.476635514018692,11.650485436893199,32.82396225777067,28.056212697478216,0.17844913175598734,0.31108115386285207,-13.777777777777779,727340.8,0.8030884559205258,0.7,0.9,0.7,0.5,0.8,0.735,HOLD
BCF,1330.0,1375.7034497070313,1366.1598663330078,False,False,False,False,20.0,-12.086300997665148,-10.93720036971725,-1.1491006279478988,0.28968678989623525,-0.7462686567164201,-1.607390427036004,-2.970967325673446,6.118289104393182,21.767249823184592,9900.950921075535,0.9910779119976421,47.47334309033955,-99.06272526385976,5183.7,0.0,0.7,0.3,0.8,0.5,0.2,0.51,HOLD
BEL,4114.0,3940.4369873046876,4102.2182971191405,True,True,False,False,49.494949494949495,69.79429937407394,49.09322352438475,20.701075849689197,0.5369747364393826,-0.8437518057489046,7.9765048598559485,-3.1996107521112482,-4.302685065115397,35161.90071231959,9900.917856838378,0.9892275315871675,66.58425665304112,-99.09752843279605,9719.85,0.7013482718354707,0.5,0.9,0.9,0.5,0.2,0.615,BUY
BHG,70413.0,63297.4475,53582.23064453125,True,True,False,False,62.76055993642643,2576.9891649308847,2174.803233870944,402.1859310599407,0.7262233853007579,8.697263001898769,19.64157164644447,47.51951352689077,55.173632928159265,30.723403916906918,25.487058739805406,1.4851139192568032,2.6746753041434843,-15.783455259102979,353133.45,1.9784475245831286,1.0,0.9,0.7,0.8,0.8,0.87,BUY
BID,41498.0,41082.15359375,42535.01330078125,True,False,False,False,56.917735042735046,-25.330495350826823,-65.47306059983455,40.14256524900773,0.6977581360420894,0.9659132381207192,-1.9040977696880845,-1.0315978186402286,-12.610521265852858,16.406583552744873,17.942483217246767,-1.1118946582612834,-1.616717223426333,-16.89076036401937,897968.95,0.9169537543586558,0.3,0.3,0.9,0.2,0.8,0.44999999999999996,HOLD
BIK,12.0,10.596800000071525,12.939200000017882,True,False,False,False,,0.4573884490998541,0.5122893590292356,-0.05490090992938146,0.378165070689883,-14.28571428571429,-19.999999999999996,0.0,-14.28571428571429,50.709255283711016,13981.748741612964,1.435929171128876,50.85236370524154,-99.2352941456963,9661.45,0.0,0.3,0.3,0.4,0.8,0.2,0.375,HOLD
BLU,842.0,896.3815710449219,1113.7107568359374,False,False,False,False,27.89473684210526,-11.48626980549659,-5.883925428973182,-5.602344376523408,0.02403563385570218,-4.2093287827076225,-18.055212188294966,-28.000647169806392,-5.0290386000449665,29.60587406007795,44.33694639580083,-0.0581846757269029,-0.07947742839841225,-51.033526570013684,1165719.3,1.4569553751061683,0.5,0.3,0.8,0.2,0.2,0.405,SELL
BOX,8652.0,7570.24,7243.011677246093,True,True,False,False,73.61111111111111,325.7794502158531,233.62423730780694,92.15521290804617,0.875313249037893,20.30033370411568,22.60167209862547,16.328976447501486,35.83279698200037,36.10937104681665,27.77262269830296,0.9610224342896044,1.721439994962783,-13.7548300955166,337435.8,1.466148523659908,0.9,0.9,0.4,0.5,0.8,0.7499999999999999,BUY
BRN,477.0,512.3233795166016,477.75900698184967,False,False,False,False,44.30379746835443,-3.717187630967601,-3.524410233792218,-0.19277739717538278,0.2427767000308052,-4.600000000000004,-24.226670533301874,12.05914760453448,8.493633337579043,71.74561175234746,9900.958335879464,0.9915519278189686,45.52526213414541,-99.01467507497844,16604.55,0.18669581530363666,0.7,0.3,0.9,0.5,0.2,0.525,SELL
BTI,108000.0,97501.87734375,95668.458984375,True,True,False,False,79.94479066460329,2484.8999558691285,943.7635115543192,1541.1364443148093,1.0029719060963518,15.777963594262555,14.29198825067779,12.572831543845497,47.812231419380204,35.459083292499606,23.62938089379954,1.408376929043678,2.389041762582782,-16.3596067040194,372966.85,0.7235495594313543,0.9,0.9,0.4,0.8,0.8,0.7949999999999999,BUY
BTN,960.0,946.8,906.5730212402344,True,True,False,False,47.95918367346939,2.7963568345059002,1.870158281342571,0.9261985531633292,0.5756071078001993,-0.6211180124223614,-2.538071065989844,0.9983519727685408,10.591729568661279,13.738398825240692,18.755718119199543,0.17352727995344336,0.2222664675025016,-12.850003452532727,912060.0,1.5129826985066772,0.7,0.9,0.9,0.5,0.8,0.765,BUY
BVT,23363.0,23257.676875,23178.637177734374,True,True,False,False,51.3496348046999,-29.034851913907914,1.1063117697610139,-30.14116368366893,0.4684588095639712,-2.36941078144588,-4.162346228868707,3.0793806097267895,-2.916287948789309,20.03910504780603,23.1906013269613,-0.3667365223857187,-0.4879541319405176,-14.860234151215046,623979.3,1.0572434053501454,0.5,0.9,0.9,0.2,0.8,0.66,BUY
BWN,384.0,340.9,300.46,True,True,False,False,71.81818181818181,10.534155571639019,5.776587663151508,4.757567908487511,1.013407323288223,11.304347826086957,19.999999999999996,38.62815884476534,87.31707317073172,44.02909832369525,46.85949895464149,1.3820472470526652,2.1043664710047714,-15.737704918032788,64015.2,2.422580887039328,1.0,0.9,0.4,0.8,0.8,0.825,BUY
BYI,7785.0,6760.32,7912.74517578125,True,False,False,False,78.15442561205273,233.0510174409037,149.4065088451415,83.6445085957622,1.1208327296411413,12.272858379002027,20.697674418604663,-5.464480874316935,-35.732455906275206,31.50940196784103,44.77301216703518,-1.020841597435511,-0.926346876559168,-54.64060722706334,394229.55,2.3227228907625013,0.3,0.3,0.4,0.2,0.2,0.28500000000000003,HOLD
CAA,1436.0,1427.0145678710937,1577.9992272949219,True,False,False,False,47.66949152542374,-0.9541874449480474,1.1455272025609746,-2.099714647509022,0.5407662544741128,3.3093525179856087,-4.247505258417195,-10.232035723091249,-20.29481612273978,43.76929026128302,33.61322606758161,-0.933531498269856,-1.3626589348037408,-27.780710897743887,548726.1,0.044459339550278365,0.3,0.3,0.9,0.2,0.5,0.40499999999999997,HOLD
CAT,1245.0,1312.4020190429687,1306.6901782226562,False,False,False,False,53.424657534246585,-7.584402744775616,-9.338380259217134,1.7539775144415177,0.18928071733921248,-5.610310841546628,-14.841067201982682,-7.603665761942901,8.465255096007173,33.23527267024739,31.86234469880932,0.16240905678429557,0.23958713893917777,-16.494509079047514,44259.9,1.1017648029028533,0.7,0.3,0.9,0.5,0.8,0.615,SELL
CCC,90.0,114.06,250.23,False,False,False,False,100.0,-5.011853941840968,-8.691569629729866,3.6797156878888977,0.865148371668689,15.384615384615374,-54.54545454545454,-70.96774193548387,-77.5,35.2873040682796,157.2199681865688,-0.15133133606144475,-0.12232011294191125,-89.62962962962962,1285.2,0.0,0.3,0.3,0.4,0.2,0.2,0.28500000000000003,SELL
CFR,330500.0,310487.96,326767.7275,True,True,False,False,59.78926363210328,5033.740844581218,4253.97799377682,779.7628508043981,0.7060231830252801,3.0137362037957693,-0.461101523652907,-4.94843344664746,-0.8722139173124699,29.322863130473152,28.177109508913233,-0.23520851889118494,-0.3711421380369905,-23.69362281932538,105663.3,0.8627593497458436,0.5,0.9,0.9,0.2,0.5,0.615,BUY
CGR,428.0,464.16,491.59,False,False,False,False,31.506849315068493,-11.792643778052934,-12.233739127112477,0.44109534905954284,0.3348992877398455,-12.474437627811863,-19.999999999999996,-16.40625,-17.20068285934717,32.77400279010772,39.78308376731371,-0.4338760514261004,-0.641396349554512,-26.842105263157894,52997.55,3.560598555970983,0.3,0.3,0.9,0.2,0.5,0.40499999999999997,SELL
CHP,165.0,184.3741455078125,267.15035598754883,False,False,False,False,23.07692307692308,-7.078180851365971,-6.24547160457543,-0.8327092467905413,0.14458280373965016,-10.32608695652174,-30.08100716496648,-44.4414758719451,71.88831894484926,38.37462787027692,104.55207272133515,0.9641292543698706,1.0639344082329782,-79.6215525962288,18877.4,0.020712598133217498,1.0,0.3,0.8,0.5,0.2,0.6,SELL
CKS,1900.0,1672.565,2268.763486328125,True,False,False,False,49.67418219731526,73.67292316662792,-40.29983025595406,113.97275342258199,0.6366276359483037,-1.2474012474012475,1.333333333333342,-24.0,-37.67188005809303,35161.98677118898,13974.899823479333,1.3996455592120651,61.758159597754734,-99.44364161849711,1441.9,0.0,0.3,0.3,0.9,0.8,0.2,0.44999999999999996,HOLD
CLH,425.0,439.3502734375,447.39905166625977,False,False,False,False,38.095238095238095,-4.913179883470946,-4.775537625840061,-0.1376422576308851,0.28628739643359086,-2.7459954233409634,-12.715822513481466,-7.189099410908295,3.699561378198024,25.524182231230718,26.484171069231273,0.012886505324182724,0.023382737335541148,-21.118358536790442,286664.7,1.8068984426753625,0.5,0.3,0.9,0.5,0.5,0.51,SELL
CLI,1920.0,1672.5,1458.0982165527344,True,True,False,False,78.57142857142857,83.45546626136024,73.19454461585882,10.260921645501426,0.7463004991673118,16.43420254699819,23.870967741935488,46.67685255920551,67.10576893042848,64.53904899672507,54.715069420635146,1.0611713893656138,1.5336564469142453,-14.907280112571797,72721.9,0.9135762404447629,1.0,0.9,0.4,0.8,0.8,0.825,BUY
CLS,24896.0,28445.62,33416.3837890625,False,False,False,False,22.02826267664173,-1123.3993986989917,-962.6779066322755,-160.72149206671622,0.20649934274270845,-15.601057698827036,-22.9154410626374,-30.11144883040904,-34.13348895914833,38.41350222589524,22.762753700240083,-2.120532185162375,-2.6987776318512955,-36.95609982922085,1154657.9,0.8000049192059397,0.3,0.3,0.8,0.2,0.2,0.345,SELL
CMH,3750.0,3804.78,3568.2548400878904,False,True,False,False,32.67326732673267,-1.3261093989335677,42.25556055107432,-43.581669950007885,0.02704872462512746,-6.25,2.4310297732859976,2.5529132304875413,19.12115575440103,34.632224747085885,34.39056290957814,0.42163222228555197,0.5991495256128229,-17.525,28540.05,5.3399345831559515,0.8,0.7,0.9,0.5,0.8,0.745,HOLD
CML,4491.0,4508.02,4652.586494140625,False,False,False,False,44.42877291960507,-16.269126898968352,-13.789944045692483,-2.4791828532758693,0.33465779740380425,-3.044041450777202,-11.122105679794181,-9.133257722751543,15.954897754948227,22.254140454610127,23.008704606222118,0.3825269891675816,0.5121129466287887,-18.048309178743963,441166.7,0.44053188964624934,0.8,0.3,0.9,0.5,0.8,0.645,SELL
CPI,428500.0,429392.181875,404712.69421875,False,True,False,False,40.999260870923074,-433.6427866490558,719.6386204204291,-1153.2814070694849,0.18568452824382634,-1.5248707154844388,-8.297185334852708,9.630125450219463,21.410952521694515,22.636100173394105,21.232921967628567,0.6399758862572912,1.039470285369971,-14.757050920040532,220959.05,0.7123491886845097,0.8,0.7,0.9,0.5,0.8,0.745,HOLD
CPP,1150.0,1072.88,1061.810843811035,True,True,False,False,66.45569620253164,13.702309172288096,16.064172297253947,-2.3618631249658506,0.8650079487054627,4.545454545454541,14.200595829195638,6.0409148100013965,4.549689346214869,46.23021655804487,39.662350973103514,0.1086727615839904,0.10381862741842131,-13.397105629250369,6453.25,0.6122496416534304,0.5,0.9,0.7,0.5,0.8,0.6749999999999999,BUY
CPR,49.0,65.84,71.58,False,False,False,False,33.33333333333333,-4.609458036427895,-3.2285351727147296,-1.3809228637131659,0.0834239228917182,-27.941176470588236,-37.17948717948718,-27.941176470588236,-74.3455497382199,99.90756557355878,80.40253132072719,-1.412012093170696,-2.1307113690408466,-78.5,3166564.3,5.254425435163278,0.3,0.3,0.9,0.2,0.2,0.36,SELL
CSB,12550.0,13419.723125,13868.924248046875,False,False,False,False,35.44631306597671,-181.58803600835927,-175.97051544988724,-5.617520558472023,0.09001024778829335,-1.5686274509803977,-14.251715572876499,-0.36865582034603106,-16.570499070870415,18.86605769459657,39.573606483629064,-0.5544062277910319,-0.8570933391643261,-22.31100999051349,13717.1,0.10242689781367781,0.3,0.3,0.9,0.2,0.5,0.40499999999999997,SELL
DCP,3700.0,3601.16,3474.7033935546874,True,True,False,False,58.875739644970416,8.213756200376793,5.528691371189284,2.6850648291875086,0.6555457304025932,0.570807284588204,1.7042330951072104,6.945396116144487,13.865818623573878,29.484891607583986,23.679347902375035,0.3037545426842733,0.4363200868317212,-14.873566928728883,847875.8,1.9232227172894898,0.7,0.9,0.9,0.5,0.8,0.765,BUY
DIB,711.0,691.16,636.4555221557617,True,True,False,False,50.0,3.5705896473472194,5.0655737480214,-1.4949841006741806,0.5526344950670364,0.28208744710860323,5.803571428571419,9.765283316625318,32.51587508245966,18.746652465277556,31.044403555811,0.798357057654681,1.1316109832478867,-11.1731843575419,2397380.9,0.2776567545023822,0.9,0.9,0.9,0.5,0.8,0.825,BUY
DLT,34.0,33.24,31.525,True,True,False,False,55.55555555555556,0.08914802921309928,-0.07240051638728115,0.16154854560038043,0.6644592134364902,-5.555555555555558,-10.526315789473683,9.677419354838701,61.904761904761905,52.67089602065508,80.8720390958639,0.9002592094881943,1.2187720380238867,-29.166666666666668,75791.2,0.0022693927527206326,1.0,0.9,0.9,0.5,0.5,0.8099999999999999,BUY
DNB,254.0,216.57,219.92864999771118,True,True,False,False,100.0,10.675946138131167,-10.793149130647045,21.46909526877821,0.6854461265986236,0.7936507936507908,1.6000000000000014,26.368159203980102,29.664608091995493,35161.612230817904,24013.944609432274,2.4500031093545207,101.87011550275118,-99.17647062563428,2359.95,19.994915146507342,0.8,0.9,0.4,1.0,0.2,0.705,HOLD
DRD,4449.0,4981.500693359375,4740.147097167969,False,False,False,False,39.99999999999999,-82.20482165081648,-78.40650861867147,-3.7983130321450176,0.12024714874083957,-12.952455488162784,-21.067942947820672,-5.69309666850073,72.4757103378642,50.51929391694065,55.88219918587114,1.1497992823065355,1.7246557424121745,-28.615437263304706,1015677.75,0.4813180164673293,1.0,0.3,0.9,0.8,0.5,0.705,SELL
DSY,26500.0,25650.8502734375,23048.768466796875,True,True,False,False,55.065693430656935,355.96982842952275,388.2715292872309,-32.30170085770817,0.5543107264009343,2.0329585707685283,10.6983492826636,20.399732792102455,27.421482427987808,16.33468493096207,22.258354999933548,0.84691130594723,1.1186810873860875,-16.18984415527294,1290982.6,0.9756878210442185,0.8,0.9,0.9,0.5,0.8,0.7949999999999999,BUY
DTC,7560.0,7074.5,7094.535378417969,True,True,False,False,66.97916666666667,130.9101648570786,89.52216550981137,41.387999347267225,0.8199499629871441,10.753003222970992,-2.4390243902439046,2.767393431517684,19.475867045934557,34.86971416331103,25.809711493444993,0.5129741277822739,0.9013089825809755,-19.088832792402933,426312.5,1.0307767189561647,0.8,0.9,0.7,0.5,0.8,0.7649999999999999,HOLD
EMH,227.0,245.04,240.07036727905273,False,False,False,False,5.555555555555557,-7.255141283996494,-5.131028301395492,-2.1241129826010017,0.27414145669834133,-12.355212355212352,-10.629921259842522,-1.2467400980863186,-21.90692204336353,44.09432552351696,59.52748458458791,-0.2525682735561473,-0.24765882216785431,-37.842528434000805,2876.95,0.03128312970333166,0.3,0.3,0.8,0.2,0.2,0.345,SELL
EMI,1524.0,1382.92,1323.3778588867187,True,True,False,False,69.49685534591195,22.132986191597183,14.542569879574867,7.590416312022317,1.035928147962255,2.3505708529214298,13.392857142857139,10.48525123816395,47.39497615868957,35.27384628080604,27.925061787391776,1.1747742621243282,1.6163849948635032,-14.59344204871019,210809.5,1.5032908858471747,0.9,0.9,0.7,0.8,0.8,0.84,BUY
EMN,210.0,214.98,214.29795774936676,False,False,False,False,50.0,-1.180058847723842,-1.2566349446998024,0.07657609697596035,0.3851329270652937,0.4784688995215225,1.449275362318847,4.545373747796866,-23.26610590719892,20.675471097970625,9901.066192789258,0.9875852819834222,55.44455742444976,-99.1946827305898,855383.1,2.297682757585461,0.3,0.3,0.9,0.5,0.2,0.405,HOLD
ENX,400.0,397.0,394.30546279907225,True,True,False,False,32.758620689655174,1.520136536411428,2.127429992555382,-0.607293456143954,0.41547361628713136,0.25062656641603454,5.263157894736836,-8.045977011494255,-10.888331940963525,33.57205978087183,73.26514270432119,0.10618719222562265,0.106369176840911,-34.55336303228043,55700.2,0.44238620328113726,0.3,0.9,0.9,0.5,0.5,0.6,BUY
EPE,608.0,670.1,699.87,False,False,False,False,36.90987124463519,-20.570307910710767,-15.390991389752223,-5.179316520958544,0.15341020425989021,-13.142857142857146,-18.933333333333337,-22.05128205128205,8.185053380782925,49.91151482336207,35.50776969539204,0.24303191857883302,0.32037504225186025,-27.757575757575758,76768.85,0.04806637066987456,0.7,0.3,0.9,0.5,0.5,0.57,SELL
EPS,457.0,500.30280000686645,468.1307000017166,False,False,False,False,50.0,-12.683478534322205,-31.77921347460964,19.095734940287436,0.5810236656439256,-0.21834061135370675,-34.620886981402,98.69565217391305,37983.33182003769,35161.799723598655,17080.10294342583,1.7474882542198475,79.53927898220364,-99.5647618884132,125.0,11.2,1.0,0.3,0.9,0.8,0.2,0.66,SELL
EQU,1814.0,1735.18,1737.6187677001953,True,True,False,True,59.760956175298794,6.940301477241064,-1.9851409065177146,8.925442383758778,0.9249575225080412,2.7180067950169917,-4.223864836325242,6.705882352941184,18.889637112817127,21.492984688233552,19.73391511205108,0.5041586599669448,0.7015421453747189,-12.773722627737227,1391409.05,1.2856233758146103,0.8,0.2,0.9,0.5,0.8,0.62,BUY
EUZ,24.0,25.6,48.26317109107971,False,False,False,False,0.0,-0.34296983833943173,-0.678439683496541,0.3354698451571093,0.5,14.28571428571428,-48.93617021276596,-75.94962470983764,-3.7984988393505503,53.308280275341644,14576.53987086138,1.4394268234135896,50.70180895382276,-99.51999999655958,5275.2,8.251061571125266,0.5,0.3,0.8,0.8,0.2,0.495,SELL
EXX,21025.0,21459.4376171875,18861.801796875,False,True,False,False,49.87789703328293,-10.712973469031567,69.77991828064809,-80.49289174967966,0.30603141630542136,-3.067875448775259,10.50313582211755,13.300684447784406,45.07180311699264,30.065687520317073,27.741975639358717,1.1099653678720673,1.8016975789421756,-14.84552392229257,862423.65,0.5462918369643504,0.9,0.7,0.9,0.8,0.8,0.8200000000000001,BUY
FBR,4948.0,5211.84,5444.606940917969,False,False,False,False,32.59085580304807,-70.59282517058455,-20.781329691531603,-49.811495479052944,0.0008198771389657599,-9.542961608775135,-12.471254201309034,-6.3484601127403835,-15.091879373288075,26.18325491505727,29.450318330473007,-0.6752162905863771,-1.12642257592612,-24.58207872871967,55925.55,0.7695588152463408,0.3,0.3,0.9,0.2,0.5,0.40499999999999997,SELL
FFB,2586.0,2379.04109375,2361.8603076171876,True,True,False,False,73.38935574229691,43.32092885181464,29.66937719904793,13.651551652766713,1.1498682199537245,8.20083682008368,2.2525325521449258,8.97173068789725,31.167268217268518,17.72726901614978,20.4139198834209,1.034534780539367,1.5413178233145939,-16.822980709557637,2752149.8,2.3418180216789075,0.9,0.9,0.4,0.8,0.8,0.7949999999999999,HOLD
FGL,114.0,111.04,114.79674865722656,True,False,False,False,59.57446808510638,0.39854257159883844,-0.5570777019855252,0.9556202735843636,0.8180844179588176,5.555555555555558,-2.564102564102566,-12.271394778512136,52.062910955694264,66.38624940262471,68.59145215075803,0.8334274872646591,1.365234029644021,-31.005941915332574,87234.95,0.6338973083609265,1.0,0.3,0.9,0.5,0.5,0.6599999999999999,HOLD
FSR,8776.0,8875.9928515625,8542.602404785157,False,True,False,False,46.624022743425726,-14.77057779007555,-11.660586717733858,-3.109991072341691,0.28035738868955373,-2.7590027700831077,-8.000060605589066,9.3774486810015,16.92821781228131,24.286207341500585,24.822454731441095,0.5139178782218019,0.7800786314743237,-13.418552993338103,15250044.6,0.661985080358388,0.8,0.7,0.9,0.5,0.8,0.745,HOLD
FTA,1810.0,1815.58,1806.5404336738586,False,True,False,False,50.0,-3.5279808887200943,-4.956259919824181,1.4282790311040863,0.5874169677540284,0.05527915975678255,-4.131355932203384,-1.3222041478625601,7.185716397567199,15.432166128139905,9900.899154231238,0.9905086214075597,45.193844322860684,-99.01280686410495,15425.05,0.07883280767323284,0.7,0.7,0.9,0.5,0.2,0.625,HOLD
FTB,676.0,671.34,640.0897994995117,True,True,False,False,35.55555555555556,-0.5943974876743141,0.37466773878974274,-0.9690652264640569,0.38712412767035914,-3.4285714285714253,-3.4285714285714253,5.498119660659739,39.20485852756048,26.77972938442737,24.395606088351244,1.1251054058667331,1.7079457589342233,-16.445623342175068,2460426.2,0.897505887394631,0.9,0.9,0.9,0.8,0.8,0.87,BUY
FTH,601.0,606.2,638.8231549072266,False,False,False,False,51.27840909090909,9.002789927844333,8.739744033595528,0.26304589424880476,0.3847938669900213,-7.538461538461538,-5.946791862284817,-13.236908790667623,-7.44800920972194,154.56424620637873,62.027167418675454,0.05440284896135592,0.06240434416766292,-25.96697794646196,7865.9,0.10183195819931604,0.5,0.3,0.9,0.5,0.5,0.51,HOLD
GCT,1514.0,1442.3,1427.6310729980469,True,True,False,False,65.30054644808743,28.171186593202947,28.705666473378347,-0.5344798801754003,0.6328124887632921,26.16666666666667,13.097179849100883,10.483532390715155,,61.26530750786956,,,-0.05224977519711913,-37.794974194699854,4537.0,0.11902137976636544,0.3,0.9,0.7,0.2,0.2,0.48,BUY
GFI,67824.0,76183.23265625,72510.36458984375,False,False,False,False,40.921821513778916,-1588.7536856279476,-1320.2194162353344,-268.53426939261317,0.05815457932500643,-14.300876904804028,-23.44232427789604,-6.287334333197392,82.97758166993532,58.39745974497559,53.87715774258748,1.284882563047821,1.891416123590822,-28.800311950098,1678166.05,1.1779638850398624,1.0,0.3,0.9,0.8,0.5,0.705,SELL
GLN,12750.0,12225.97208984375,9522.609584960937,True,True,False,False,54.81422600809033,210.90212856031212,195.8467713771935,15.055357183118616,0.624162749044029,2.4926453127238624,17.92531649525526,52.95207700743452,97.31006356131518,27.808287770238493,31.427654312494813,1.981976248693674,3.3659346748181895,-14.076923765534366,3575644.75,0.4279804362555872,1.0,0.9,0.9,0.8,0.8,0.9,BUY
GML,82.0,103.08,124.235,False,False,False,False,42.52873563218391,-4.649843497497244,-4.4305395151162505,-0.21930398238099347,0.05430176422078738,-18.000000000000004,-30.508474576271183,-38.34586466165414,-19.6078431372549,133.75608841478765,78.20217268695147,-0.0885198135909963,-0.13658316009472188,-55.0561797752809,54640.9,1.2446720313904054,0.3,0.3,0.9,0.2,0.2,0.36,SELL
GND,2381.0,1985.302412109375,1703.4893872070313,True,True,False,False,83.29238329238329,99.61987947063335,92.20692776282252,7.412951707810834,0.9634127302932518,14.857694163048718,32.397069462407615,39.28791118892035,82.30137973170268,23.459510810823286,29.946749397358367,1.9400445691497132,3.025411263203255,-19.637675296632008,2005977.95,0.5447218400381719,1.0,0.9,0.4,0.8,0.8,0.825,BUY
GNDP,10051.0,10308.465,10136.483583984374,False,False,False,False,48.97084048027444,-53.52908151657721,-70.9318898174557,17.40280830087849,0.4157215780079237,-2.4174757281553383,1.7737939766295119,0.5525089659485838,4.790123959579495,18.05478450133074,27.14342164356016,0.01184329897068078,0.015316693660659837,-10.909095269146988,2594.9,0.03005896180970365,0.5,0.3,0.9,0.5,0.8,0.5549999999999999,HOLD
GPL,210.0,196.94,219.995,True,False,False,False,52.94117647058823,2.4758882460280063,2.418366780923683,0.05752146510432343,0.6683245098331407,10.526315789473696,6.060606060606055,-1.869158878504673,-23.357664233576646,55.656473526741046,65.94770057027579,-0.19499648484633367,-0.2740299711236006,-40.96774193548387,77478.5,3.9754770678317213,0.3,0.3,0.9,0.2,0.2,0.36,HOLD
GRSP,619.0,602.16,665.545,True,False,False,False,53.146853146853154,-0.9953931289818456,-1.4023470421621806,0.406953913180335,0.6488274055710584,-1.746031746031751,0.6504065040650486,3.166666666666673,-15.205479452054792,35.16742084495367,74.81936096700315,0.3024867853587967,0.34206856463430496,-46.96969696969697,27286.35,0.859953786417018,0.3,0.3,0.9,0.5,0.2,0.405,HOLD
GRT,1645.0,1667.371435546875,1644.3542596435548,False,True,False,False,38.805970149253724,-13.81637842754617,-14.026925066211804,0.21054663866563494,0.38428792109453913,-3.349001175088129,-12.233297034810109,-0.38585048327037796,26.73468752465764,16.631563135945875,20.997285758274586,0.8302325112168478,1.1951868103468866,-14.53581159272039,8877793.9,0.823233911749179,0.8,0.7,0.9,0.5,0.8,0.745,HOLD
HAR,26509.0,27612.8587890625,30466.7037109375,False,False,False,False,46.59706413376246,125.30443986140381,115.59468094914831,9.709758912255495,0.23679510736969378,-5.705080352388203,-22.086849179939392,-14.787579006463414,2.067726407878556,68.07444593047272,59.32119920963288,0.2210560625848654,0.325568369184756,-44.24720317868327,3683207.3,0.6430373875507903,0.5,0.3,0.9,0.5,0.2,0.46499999999999997,SELL
HCI,16513.0,16607.74,14537.39798828125,False,True,False,False,48.976897689768975,32.65408091313293,120.24179013191073,-87.5877092187778,0.21745944944818318,-2.750294464075387,2.2540095361941903,26.173886479474007,24.230156786159252,24.360703081590827,32.98105769332918,0.5736353432188821,1.042746093866728,-20.148687673667215,41022.75,1.544386956018307,0.8,0.7,0.9,0.5,0.5,0.7,HOLD
HDC,19250.0,19486.18,19130.79951171875,False,True,False,False,48.03356056633455,-39.233980019995215,-59.05858171874196,19.824601698746747,0.21902337053918003,-1.4336917562724039,-4.83509368133409,6.549105181025916,-0.5922507140897593,12.130591324659019,30.16324785827214,-0.10516482107725801,-0.17503505531851962,-15.850540844029643,9992.7,0.24557927286919448,0.5,0.7,0.9,0.2,0.8,0.61,HOLD
HLM,175.0,193.26,232.295,False,False,False,False,15.151515151515156,-3.902542946228351,-2.6866991372859226,-1.2158438089424286,-0.09519807030918678,-7.8947368421052655,-21.52466367713004,-24.242424242424242,-21.875,28.45254953129503,63.792162307155586,-0.18666226172303838,-0.2625058757767211,-40.67796610169492,329626.15,0.22360786606281083,0.3,0.3,0.8,0.2,0.2,0.345,SELL
HMN,7005.0,7235.4033984375,7167.442265625,False,False,False,False,35.58844256518674,-21.04675367749769,17.182911587143572,-38.22966526464126,-0.1444266065352904,-4.093647316538885,-8.070966283831938,-0.3862554496402826,8.664389595236855,25.357545964619117,22.482324015064382,0.14015611953991963,0.20718537790681496,-16.553196059102113,280904.0,0.9411471534759206,0.7,0.3,0.9,0.5,0.8,0.615,HOLD
HUG,149.0,138.98,133.805,True,True,False,False,48.275862068965516,1.932696533213175,2.6711698236018036,-0.7384732903886286,0.5382708563272849,-0.666666666666671,3.472222222222232,-0.666666666666671,-23.589743589743595,48.77572794654183,111.59778956993244,0.2446610088266621,0.24033326315963344,-69.23076923076923,389863.45,0.010260002572695645,0.3,0.9,0.9,0.5,0.2,0.555,BUY
