symbol,price,sma_50,sma_200,above_sma50,above_sma200,golden_cross,death_cross,rsi_14,macd,macd_signal,macd_histogram,bb_position,mom_1m,mom_3m,mom_6m,mom_12m,volatility_20d,volatility_1y,sharpe_1y,sortino_1y,max_drawdown_1y,avg_volume_20d,volume_ratio,mom_score,trend_score,rsi_score,sharpe_score,dd_score,composite_score,signal
SPP,6180.0,6369.84,9082.12,False,False,False,False,40.43478260869565,-96.55874529088487,-82.67412949108844,-13.884615799796435,0.1829380269111562,-2.9522613065326664,-31.945820944829862,-41.482814127450055,-47.18400136740449,26.10384922380066,30.626578835867218,-2.2061978204610035,-2.622388328007844,-48.942291419868,688619.85,0.8960052487595297,0.3,0.3,0.9,0.2,0.2,0.36,SELL
SRE,2190.0,2206.7,2258.5934790039064,False,False,False,False,39.285714285714285,6.180919146458564,15.765260833546769,-9.584341687088205,0.05622872687927081,-2.1010281627179217,-2.0134228187919434,-6.542700664487578,-0.2881894353661374,25.95821909101505,21.09480520850841,-0.32878292365475703,-0.5227979901335246,-18.827798411936033,811560.6,1.0760157651813063,0.5,0.3,0.9,0.2,0.8,0.51,HOLD
SRI,1772.0,1832.0936938476561,1847.089818725586,False,False,False,False,43.034625308968856,-9.19408911779874,3.328700490771066,-12.522789608569806,0.130824120448574,-3.152673424659036,-5.2749291416374415,-4.697845755489016,-4.730901436135215,38.54517788209995,44.57292453298511,-0.22926830083317887,-0.35617297835462686,-25.049573125837636,24366.05,0.5618883651638242,0.5,0.3,0.9,0.2,0.5,0.465,HOLD
SSK,720.0,571.98,473.65,True,True,False,False,70.85714285714286,34.27170023980261,30.90283142639166,3.368868813410952,1.0655677063897306,23.71134020618557,67.44186046511629,51.578947368421055,118.18181818181816,44.50154888454277,57.063779571221055,1.5129129756358408,2.7007125659917874,-19.955654101995567,476013.4,2.3566479431041225,1.0,0.9,0.4,0.8,0.8,0.825,BUY
SSS,1771.0,1738.6,1721.8759521484376,True,True,False,False,50.23041474654379,-0.14863863791833865,-1.8641655240068595,1.7155268860885209,0.6316956495341155,-1.720310765815758,-2.2087244616234125,0.3718899000005438,13.74563762372496,18.029126654749426,18.7291705941199,0.41593377895584455,0.6426422080080697,-12.611198325484041,560379.3,0.875317842754006,0.7,0.9,0.9,0.5,0.8,0.765,BUY
SSU,1020.0,1012.1,969.53,True,True,False,False,56.92307692307692,1.9812467567122667,1.98455804819812,-0.003311291485853296,0.4767877320278137,-1.8286814244465877,-3.2258064516129004,11.232279171210479,20.316255230279157,22.119387289472893,26.622807881796216,0.47425063247687044,0.7522603307377728,-14.968999114260406,1140593.45,0.3345819669576395,0.8,0.9,0.9,0.5,0.8,0.7949999999999999,BUY
SSW,5089.0,5334.06673828125,5286.176889648437,False,False,False,False,45.31958762886598,0.9406905689165797,-16.15359361275631,17.09428418167289,0.28711201716584916,-7.287301876480234,-26.025608439816317,4.607025289508604,139.65055437001914,66.98349508016221,64.20030525667673,1.5735806840565825,2.2764898276456917,-43.75446937448001,8538374.6,0.8309259469595068,1.0,0.3,0.9,0.8,0.2,0.66,SELL
SUI,4719.0,4489.390600585937,4255.967900390625,True,True,False,False,63.738508682328906,80.84248365775966,91.18601594374749,-10.343532285987834,0.521028389431724,-0.06353240152477957,9.900768184321485,19.40419917527254,17.17006368905507,25.339263095153214,28.431071129851915,0.35706233392546816,0.615723809041989,-23.34209390521057,428137.1,0.39612778243230967,0.8,0.9,0.7,0.5,0.5,0.7199999999999999,HOLD
SUR,4200.0,4089.84880859375,3805.8000366210936,True,True,False,False,52.631578947368425,61.06113378780901,62.46725455809933,-1.4061207702903147,0.5021385839570146,5.026256564141041,11.144728291027706,14.788815190087611,25.476539814031685,27.210283204053688,33.69561811522942,0.5583384329571579,1.0033781810868962,-11.850109842824644,32649.95,4.1537582752806665,0.8,0.9,0.9,0.5,0.8,0.7949999999999999,BUY
SYG,3200.0,3024.44,3214.726925048828,True,False,False,False,66.5016501650165,49.39076086676323,46.999044311419816,2.3917165553434145,0.6883555833269039,3.2258064516129004,-5.854663136216532,-3.7537307985858526,27.173681552529526,25.83936067632654,35.306666379031746,0.7458452712521842,1.4199639431431754,-30.354706866213455,18608.7,0.0067172881501663196,0.8,0.3,0.7,0.5,0.5,0.57,HOLD
SZK,3400.0,3327.26,3479.08,True,False,False,False,50.0,25.756057370686904,22.030036832540027,3.7260205381468765,0.5857252916961013,13.295568143952007,0.0,-5.318852687273745,-11.678527190734211,79.8223367180676,9901.007439327836,0.9889444584571032,37.18341019766765,-99.0389610866806,310.8,0.0,0.3,0.3,0.9,0.5,0.2,0.405,HOLD
TBS,28613.0,29576.28,32361.955283203126,False,False,False,False,34.03324584426947,-421.65877652378185,-364.7951889273042,-56.86358759647766,0.22933052970614906,-4.559706470980651,-17.336915698850174,-15.13255324803946,-8.069973180641387,15.7793219297325,25.275842993558793,-0.4637394089685077,-0.5475594038317197,-26.670466064094967,347579.05,0.4193319476533468,0.5,0.3,0.9,0.2,0.5,0.465,SELL
TEX,261.0,304.52,314.2401858520508,False,False,False,False,4.545454545454547,-11.496543750643184,-8.38304236028719,-3.113501390355994,0.03513517589979128,-13.289036544850497,-18.437499999999996,-1.5094339622641506,-25.080003479497638,34.671177413034,79.21629652302488,-0.07248894712878419,-0.06989358194033596,-38.095238095238095,9325.3,0.0,0.3,0.3,0.8,0.2,0.2,0.345,SELL
TFG,5807.0,7056.98,8951.752270507812,False,False,False,False,20.722781335773092,-323.5630659815397,-205.38229288060307,-118.18077310093662,0.020417526256273646,-17.68958185683912,-29.009779951100246,-30.883085385257626,-57.45620750355654,57.34225652762487,37.48191714058085,-2.2915182448079277,-2.59340238283867,-57.96722692758455,2520475.25,1.2460701607762266,0.3,0.3,0.8,0.2,0.2,0.345,SELL
TGA,12923.0,15082.0575,10692.701535644532,False,True,False,False,39.65686274509804,-444.16842593414003,-351.10447955089984,-93.0639463832402,0.14804041862502723,-16.73861220282198,15.832541313832117,62.06388119125934,49.85032691410276,72.70492665374103,53.42951823425815,0.8290122066345844,1.1659240082876703,-27.822369282718228,753648.0,0.2819472751204806,0.9,0.7,0.9,0.5,0.5,0.73,BUY
THA,2893.0,2578.68,2441.073900756836,True,True,False,False,71.93877551020408,60.872413504683664,34.93053142050204,25.94188208418162,1.0332218434939027,11.269230769230765,1.4825702039992006,30.210080381571537,97.92529443107281,42.718874139028955,41.94691789924153,1.6991783886562195,2.81824405686327,-27.569440351101367,29968.55,0.7173186557240842,1.0,0.9,0.4,0.8,0.5,0.7799999999999999,HOLD
TKG,5700.0,5997.72,5595.11,False,True,False,False,43.95509499136442,-28.44259225980204,-17.631952316779984,-10.810639943022057,0.010152385671497444,-3.6185322962461908,-1.0760152724748395,15.806582689963422,50.072149330119075,26.021497523719304,38.039112154432765,1.0546224517238136,1.6316655157047333,-21.428571428571427,908142.7,0.670451901446766,1.0,0.7,0.9,0.8,0.5,0.8049999999999999,HOLD
TLM,1.2999999523162842,104.39219446897506,79.94424084126949,False,False,False,False,0.0,-30.85954773448389,-15.14332642116104,-15.71622131332285,0.18412218795916338,-99.34009485118308,-99.34009485118308,31.317109941995103,-98.79622295276559,365.51520746245984,24015.07315758552,2.447140139287292,80.46124028309443,-99.34010154704758,42.5,0.0,0.3,0.3,0.8,1.0,0.2,0.46499999999999997,SELL
TMT,107.0,109.86,111.895,False,False,False,False,41.66666666666667,-0.4083843768038804,0.5112512669487606,-0.919635643752641,0.2048799359418734,-6.956521739130439,0.9433962264151052,-10.833333333333329,-37.05882352941177,66.04709252374883,68.68285367043528,-0.4583810925203378,-0.4276047029133137,-41.17647058823529,23718.25,0.033729301276443246,0.3,0.3,0.9,0.2,0.2,0.36,HOLD
TPC,4000.0,3767.710347595215,3669.1538527679445,True,True,False,False,95.41305444784633,145.80447151717908,66.59805199952095,79.20641951765813,0.573374197833731,0.0,0.017678906134777073,15.161410131223828,17.6886450067554,35161.725978651244,17081.647481658274,1.721992227539693,67.0517010626662,-99.0131613268619,909.45,2.199131343119468,0.8,0.9,0.4,0.8,0.2,0.6749999999999999,HOLD
TRL,127.0,126.26539999961852,171.82150861501694,True,False,False,False,50.0,0.40696989841543996,-0.7649190007452089,1.1718888991606489,0.5378266118410688,-3.7878787878787845,-15.333333333333332,-30.601092896174865,-37.090391927322685,35162.43091378405,9901.158585595798,0.9858448386531939,51.46216070501463,-99.49169038055408,6003.15,11.648717756511166,0.3,0.3,0.9,0.5,0.2,0.405,HOLD
TRU,5079.0,5299.188046875,5685.156430664062,False,False,False,False,40.25661587810745,-79.86276131835348,-62.3790896374331,-17.48367168092038,0.27760596776928,-4.350282485875711,-11.261992816360266,-6.871443762325658,-33.287348015156304,32.25808288182074,29.9977095447809,-1.4636376721697248,-2.165095883535128,-35.756727533398205,2063645.95,0.588609688595081,0.3,0.3,0.9,0.2,0.2,0.36,SELL
TSG,695.0,692.12,690.2996292114258,True,True,False,False,55.17241379310345,-2.8854434276144048,-2.2002660971389423,-0.6851773304754625,0.6506998008379329,-0.2869440459110528,-6.961178045515393,2.986364722090795,-15.08715831672891,29.101536772275004,32.57088181436424,-0.5670662029942978,-0.9239489787548437,-22.92399448772863,1401547.5,6.739561092292626,0.3,0.9,0.9,0.2,0.5,0.5549999999999999,BUY
UPL,1525.0,1375.6610000228882,1266.4192499637604,True,True,False,False,,44.145765352658145,56.43270024240313,-12.286934889744984,0.37816507069081695,-1.6129032258064502,-10.29411764705882,-14.804469273743015,7249.3975903614455,5.725238499773817,24013.362283292026,2.451551260131628,80.9696267743507,-99.28523808433896,2567.55,0.3232653697104243,1.0,0.9,0.4,1.0,0.2,0.765,HOLD
VAL,135800.0,146469.4128125,127385.091328125,False,True,False,False,43.752503894947694,-720.501648295729,-876.5606522484971,156.0590039527682,0.2287269789828921,-12.843124041306453,-8.778993306834959,25.433508492653267,120.05693978380809,64.59241625204218,59.71778536318397,1.4915203382782227,2.193985791460811,-30.778287532020787,642164.05,1.0515537268085935,1.0,0.7,0.9,0.8,0.5,0.8049999999999999,HOLD
VIS,3.0,3.06,3.19,False,False,False,False,50.0,-0.06952024798153023,-0.037596064679347355,-0.03192418330218287,0.3976381849688133,0.0,0.0,0.0,50.0,214.16914122401377,347.5093828052295,1.4253811777247913,2.650883178029678,-83.33333333333334,289291.8,0.0,0.9,0.3,0.9,0.8,0.2,0.6300000000000001,HOLD
VKE,2349.0,2322.16,2316.0916528320313,True,True,False,False,41.58415841584158,5.300085626532564,9.731096906503236,-4.431011279970672,0.21562421542153443,-1.8386961972419513,-7.154150197628462,1.7136923815138871,19.314293112245352,20.85592068329044,20.42598472773087,0.6524134797945522,1.0861693850492435,-16.084452975047984,2187679.0,1.0965415858542318,0.8,0.9,0.9,0.5,0.8,0.7949999999999999,BUY
VOD,15395.0,14812.96,14299.15498046875,True,True,False,False,61.17911566325256,198.54074603140361,72.28945728555209,126.25128874585153,0.8196168268331875,5.945908746817152,-1.6482463425541383,10.376364661650461,16.791885922605587,34.38232632905317,22.941036336084487,0.45765194106984675,0.7218024945254932,-13.837053299182827,1966875.7,0.9313811747229375,0.8,0.9,0.7,0.5,0.8,0.7649999999999999,HOLD
VUN,204.0,226.96,220.885,False,False,False,False,47.27272727272727,-2.8404959120014155,-5.509795880373865,2.6692999683724494,0.3163016505812922,-7.272727272727275,-24.1635687732342,2.0000000000000018,13.541397466790063,115.85123671698676,89.67301383005552,0.49392907859764457,0.44114443547733345,-36.05303102153956,2197.05,5.669875514894972,0.7,0.3,0.9,0.5,0.2,0.525,SELL
WBC,3513.0,4063.74,4789.275390625,False,False,False,False,26.881720430107535,-131.19230952509133,-113.55263053238197,-17.639678992709364,-0.03544323114726368,-11.733668341708547,-16.832386363636363,-21.369249846391526,-23.604339202992875,25.65490544799444,32.96506979115739,-0.8841225157999684,-1.055269996034383,-41.64083087358954,1473854.6,0.8185888892974924,0.3,0.3,0.8,0.2,0.2,0.345,SELL
WBO,16792.0,16244.00712890625,16405.996650390625,True,True,False,False,66.31474760805014,256.14120180102327,268.89031830003114,-12.749116499007869,0.5239984400934421,6.298848300888338,-10.161978999804177,12.787713484838958,-11.240045416994537,24.67219858147552,29.803622094699755,-0.522167705928522,-0.575802184191425,-30.422225323014906,189604.5,3.3994868265257416,0.3,0.9,0.7,0.2,0.5,0.5249999999999999,HOLD
WHL,5065.0,5153.458984375,5349.030107421875,False,False,False,False,36.46864686468647,-24.697660391405407,-3.131189990356731,-21.566470401048676,0.16246771385503694,-0.05919494869771613,-6.442014652708439,-4.2674816649383995,-11.955674995004962,22.090945506885966,27.237907157380686,-0.6000974775115279,-0.885012306736195,-18.37884197592013,3283427.65,0.874487366883202,0.3,0.3,0.9,0.2,0.8,0.44999999999999996,HOLD
WVR,6499.0,6498.377490234375,5736.106179199219,True,True,False,False,63.07961504811898,-16.872028681152187,-30.258712340377315,13.386683659225127,0.8130605562298977,-1.5303030303030263,-5.105113754853042,22.64717229981048,109.75828697936892,33.75609741141912,62.22518695071584,1.3576319168432909,1.7227893704641157,-24.916128010982035,3311.65,0.30196427762595685,1.0,0.9,0.7,0.8,0.5,0.825,HOLD
XII,35.0,36.14,22.64,False,True,False,False,50.0,-0.9431750458356873,-1.072059147589405,0.12888410175371767,0.7204076801169754,0.0,-12.5,75.0,250.0,46.257054684477126,316.1922545003699,1.4126663096316385,1.4396475796399015,-76.66666666666667,2896.75,0.0172607232243031,1.0,0.7,0.9,0.8,0.2,0.76,HOLD
YRK,191.0,194.98,212.29,False,False,False,False,50.68493150684931,0.5882024303879518,1.1662764332464266,-0.5780740028584748,0.3628322142975282,3.2432432432432323,-13.181818181818183,-15.111111111111109,-6.372549019607843,59.36890014903895,54.46393290899264,0.0017794698972003616,0.001953102960122807,-27.710843373493976,62295.95,1.6052407901316217e-05,0.5,0.3,0.9,0.5,0.5,0.51,SELL
YYLBEE,5400.0,4588.78,4406.707603759765,True,True,False,False,80.7017543859649,242.12835616188204,124.86055216783663,117.26780399404541,0.9164411049628031,28.449096098953387,-1.8181818181818188,20.02473165857417,116.11709156484392,42.746687661075775,44.0754253493843,1.7877981876775653,1.9364157365698877,-25.454545454545453,92476.9,0.05465148593865063,1.0,0.9,0.4,0.8,0.5,0.7799999999999999,HOLD
ZED,130.0,128.94,128.395,True,True,False,False,46.666666666666664,-0.3151603207078324,-0.05570444236346882,-0.25945587834436357,0.535849311850724,-1.5151515151515138,4.0000000000000036,3.1746031746031855,-3.703703703703709,22.614342073206643,51.19444142946561,-0.04975155899060566,-0.08666988393343118,-17.857142857142858,162482.55,2.029344074179043,0.5,0.9,0.9,0.2,0.8,0.66,BUY
ZZD,1450.0,1378.06,1325.9926568603516,True,True,False,False,40.0,26.171233941475748,33.12120615369763,-6.94997221222188,0.289599006135307,5.072463768115942,15.170770452740268,20.441442871937877,31.99528975590806,19.24541444628261,28.091402430953472,0.9242105279061159,1.3918926405183112,-16.198195133614835,550904.35,0.007518546549868412,0.9,0.9,0.9,0.5,0.8,0.825,BUY
