symbol,sector,hist_price,fundamental_score,technical_score,risk_score,combined_score,signal,mom_12m,sharpe_1y,max_drawdown_1y,eps_growth_ttm,roe_ttm,net_margin_ttm,revenue_growth_ttm,debt_to_equity,pe_ratio,avg_daily_value
ART,Producer manufacturing,3760.0,69.42396031006412,82.68540452783758,86.412173266503,76.80003616668392,STRONG BUY,48.74161811135031,1.367681105541917,-8.160280783854928,17.417230331078677,15.278596078333,10.2455874776272,11.668597766001938,0.0745293017234634,7.200788296824075,139184672.0
ANG,Non-energy minerals,155606.0,78.50711447380179,83.0,59.23446062459466,76.00044936181983,STRONG BUY,113.1645389170711,1.6028717187162216,-29.892941315835518,,45.3850676070124,31.1123052122664,126.6715843117525,0.267838312829526,13.671263239738286,167837814205.6
BHG,Non-energy minerals,70413.0,63.742430140360014,93.0,80.82136703108164,75.93548847639633,STRONG BUY,55.173632928159265,1.4851139192568032,-15.783455259102979,-13.276996753056435,21.278041715691,18.951950998927,-2.628875926572403,0.555895014581308,20.258822203138624,24865185614.850002
VKE,Finance,2349.0,79.19383218868978,72.32857327806134,70.82896175753463,75.46128042927022,STRONG BUY,19.314293112245352,0.6524134797945522,-16.084452975047984,134.04870828848223,15.5445064708944,78.7415893798873,17.31450270939113,0.835102618542109,6.720515105349392,5138857971.0
FFB,Finance,2586.0,71.81708024129068,78.29181705431714,75.4144173664724,74.47896871023497,STRONG BUY,31.167268217268518,1.034534780539367,-16.822980709557637,23.23136168923888,11.2205658450469,54.7507637757391,24.063373384070008,0.7884260614600601,8.855337078651685,7117059382.799999
GFI,Non-energy minerals,67824.0,93.70025583413215,55.0,55.41859075657385,74.43384606838084,STRONG BUY,82.97758166993532,1.284882563047821,-28.800311950098,177.8418586100309,52.9923450771298,40.5106495098457,63.76856547609634,0.381993691151009,9.849286338730352,113819934175.2
OCT,Finance,1682.0,64.7198316121175,80.0,90.06090093197484,74.37209599245372,STRONG BUY,64.11874818061973,1.6717417443312368,-7.7986866220087085,54.01420410683958,8.09883554248837,24.1623593202696,3.49736193415782,0.65517131351297,8.520876146559068,380838187.7
SBP,Finance,15700.0,76.76592185909387,73.0,69.70797329349458,74.22455558824585,STRONG BUY,53.93679311305968,1.1423311077912146,-17.27273098564613,27.666202006642926,20.1908518222066,802.242110826988,39.99920001599968,0.0,5.29096962916032,84859285.0
GNDP,Transportation,10051.0,88.23485296659241,56.69753098989487,63.14211958764817,73.7551096977943,STRONG BUY,4.790123959579495,0.01184329897068078,-10.909095269146988,558.6734693877551,21.859491696289,38.4845849438285,11.697426169155827,0.334013473553232,32.758843273947846,26081339.900000002
VOD,Communications,15395.0,69.06877009573263,84.6979714806514,68.49182329283816,73.64214115062937,STRONG BUY,16.791885922605587,0.45765194106984675,-13.837053299182827,20.076941287878785,22.3727197369063,12.4288173751821,10.175820240219128,1.0183244376256,15.133920209777113,30280051401.5
MDI,Non-energy minerals,1720.0,69.85679440077905,92.77275610938501,53.66299713815316,73.49282346083567,STRONG BUY,21.09102443754005,0.4719164281794302,-18.229166666666664,73.8844324895528,15.2599724487721,10.5123804088014,5.013231656317842,0.323724763565944,4.751249965470567,233691498.0
PMR,Distribution services,17664.0,70.37466292716915,76.04265547506049,74.5630957596266,72.91274725802805,STRONG BUY,34.17062190024191,0.9635913133022176,-10.28236547682472,26.799219020315373,27.6020579454474,6.63825995433921,8.297053621154028,0.481049237413377,17.322704193507516,3800466124.8
DCP,Retail trade,3700.0,64.18199151504095,90.96645465589347,66.64505451221129,72.70994305673078,STRONG BUY,13.865818623573878,0.3037545426842733,-14.873566928728883,16.34467706733489,23.577119075314,3.02127268327689,7.617643869136365,0.967939653035165,25.76947127075662,3137140460.0
DSY,Finance,26500.0,71.13641449234554,74.35537060699696,73.16293567136677,72.5074055625452,STRONG BUY,27.421482427987808,0.84691130594723,-16.18984415527294,31.012704767351607,15.9038474215025,12.3318945933667,11.909089753530528,0.278786210692906,16.5996270727707,34211038900.000004
DIB,Finance,711.0,73.16471459272698,75.62896877061492,65.58028469185618,72.38710486591921,STRONG BUY,32.51587508245966,0.798357057654681,-11.1731843575419,20.342432950191576,14.135499478833,61.6100837669336,1.685218388625465,0.584679686821745,7.034125957616157,1704537819.8999999
CPI,Finance,428500.0,77.79700464624224,62.85273813042363,70.6797106350875,71.8902658892657,STRONG BUY,21.410952521694515,0.6399758862572912,-14.757050920040532,22.47498315363881,30.5059765858222,25.126707596694093,18.818535090184408,0.0611845164287537,29.530757078808247,94680952925.0
ADH,Commercial services,4357.0,63.04163153360136,77.68199693330268,84.40507016247227,71.70642887928594,STRONG BUY,40.72798773321074,1.200422513539356,-8.620163808478692,16.511651165116515,20.0228521682355,13.8043385063877,9.504025538107646,0.445509195881198,18.65236051502146,1658214726.9499998
HCI,Consumer services,16513.0,83.17462208902154,63.557539196539814,54.883624118626585,71.63129762719804,STRONG BUY,24.230156786159252,0.5736353432188821,-20.148687673667215,588.6816494616905,28.541444431597,25.6635981168808,1.5730706526861045,0.583661859812819,2.1919780761970142,677408670.75
DRD,Non-energy minerals,4449.0,94.99987175317132,48.0,46.79759138767842,71.25945415412134,STRONG BUY,72.4757103378642,1.1497992823065355,-28.615437263304706,86.53232747708977,34.6971200511895,35.0450756372479,29.164662271145197,0.0012824682867896,12.287606536018671,4518750309.75
FSR,Finance,8776.0,77.21074147670669,61.732054453070326,69.16701453866162,70.95838998200676,STRONG BUY,16.92821781228131,0.5139178782218019,-13.418552993338103,10.673278764739862,21.3349030380326,29.649924687061755,2.349812966845374,0.217429402518564,11.181689728477412,133834391409.59999
BOX,Consumer services,8652.0,64.38850645383616,79.45819924550008,74.53226921147525,70.93816684286315,STRONG BUY,35.83279698200037,0.9610224342896044,-13.7548300955166,13.563226064895176,59.0848680463262,3.30557443915704,10.35258814703676,1.64541353383459,25.40639054645933,2919494541.6
S32,Non-energy minerals,4925.0,61.619840564658965,88.60633498935252,67.56965490386236,70.9057517599077,STRONG BUY,44.425339957410095,0.964137908655197,-19.725380759696183,85.71082397958125,3.99464083144234,6.75533753524902,-3.326378923021463,0.182713111207269,44.92418018615051,12872152621.25
FTB,Finance,676.0,68.28967678320556,70.30121463189012,76.5012648704008,70.53545575524998,STRONG BUY,39.20485852756048,1.1251054058667331,-16.445623342175068,28.977179445082907,15.4523062978557,67.1890975098838,5.205031273096844,0.361638923734462,8.566700610997962,1663248111.2
SUR,Consumer non-durables,4200.0,71.39935924540367,73.86913495350792,62.700061195485894,70.40043234785139,STRONG BUY,25.476539814031685,0.5583384329571579,-11.850109842824644,19.21989634515716,33.9003721337175,7.24261363678621,8.51263413597467,0.1148671146277959,11.92378263937897,137129790.0
CLI,Miscellaneous,1920.0,66.61021099032067,83.0,60.73405667238737,70.3519168296378,STRONG BUY,67.10576893042848,1.0611713893656138,-14.907280112571797,-10.710088148873648,13.2286881502546,16.3610322949642,53.83580740005159,0.1123804759038969,10.486480557231394,139626048.0
OMN,Process industries,9727.0,53.756133984685924,89.54836003331667,82.75157373565528,70.29288974946901,STRONG BUY,36.19344013326666,1.229297811304607,-13.687156166621254,2.238303601480985,12.0927861330614,5.13264378759683,1.775017618040874,0.0945890968266884,13.257887517146775,3930387917.3
ATT,Finance,1697.0,66.86482665004945,76.149160164459,69.89545803420773,70.25625298120397,STRONG BUY,22.59664065783604,0.5746215028506443,-11.724960782508042,4.501374267489498,10.891782916614,47.7231989365913,7.97632100592515,0.618702683278406,8.18321671381073,1543520435.1000001
PPC,Non-energy minerals,668.0,65.2968174972001,80.81817300254644,66.72272586941253,70.23840582324648,STRONG BUY,41.27269201018577,0.8935604891177105,-14.22087745839637,409.4614264919942,9.32417780990242,5.06577655605733,13.771920026806658,0.1163405605499739,18.914285714285715,1668311630.0
SSS,Finance,1771.0,60.61553123673763,83.93640940593124,72.99120534747013,70.08692950964222,STRONG BUY,13.74563762372496,0.41593377895584455,-12.611198325484041,-12.968930262163347,12.8291996454879,74.1862495781919,7.52450463310007,0.5502821593152161,7.967271563742743,992431740.3000001
ABG,Finance,23018.0,61.48299482840023,79.37367732684473,76.699229967827,69.89344660581894,STRONG BUY,35.494709307378926,1.141602497318917,-16.99545433978038,2.183195751535757,13.3583895846175,16.825983548196515,-0.9763789488903348,2.6043407903208,8.699325279939051,58252163599.600006
RDF,Finance,622.0,67.36122229587907,67.87195356198212,77.99341276051521,69.64087976863722,STRONG BUY,41.48781424792851,1.2494510633762679,-15.151515151515152,39.13720604267248,11.3310868453258,55.6364909435716,3.443950254133921,0.756320764463618,6.92858741884934,7563848073.9
LTE,Finance,753.0,84.30840703142457,52.911494308164585,58.0,69.62765180816166,STRONG BUY,-10.354022767341654,-1.3436443290598956,-16.399318784629248,49.14099526066349,11.9705189198676,69.81591435166,36.62164910766567,0.718231843169242,7.418073485600796,1317935275.65
RBO,Process industries,600.0,74.20691457715667,65.0,64.65825105950749,69.53510750047982,STRONG BUY,62.71271276656054,1.3881875882922914,-22.352201608467794,92.42849130678631,19.5164202083201,5.52056888738849,10.265807678601428,0.049004589080785,5.829204313611192,37950630.0
FGL,Finance,114.0,74.11968687246096,85.0,33.00112984717591,69.16006940566567,STRONG BUY,52.062910955694264,0.8334274872646591,-31.005941915332574,913.7755102040816,14.1599886316544,6.48410606675915,34.26551674609194,4.503570662421391,5.737292400603926,9944784.299999999
SDO,Commercial services,1192.0,69.31257095507497,73.0,62.18343073826283,68.99297162519005,STRONG BUY,54.82877070982568,1.1819525615219022,-24.28570793210775,24.442988204456093,16.24502944207,17.7914466998045,14.229507993286449,0.121284959454765,31.09531332280147,345530761.59999996
ZZD,Finance,1450.0,63.0341423142238,75.49882243897702,74.09052633487339,68.98482315577968,STRONG BUY,31.99528975590806,0.9242105279061159,-16.198195133614835,12.82203416294537,21.898785454105,6.31491697350792,1.728249957897305,2.03241977222615,4.002325002075895,798811307.5
GRT,Finance,1645.0,66.6509161119331,70.18367188116441,72.96279013460217,68.97311764723631,STRONG BUY,26.73468752465764,0.8302325112168478,-14.53581159272039,42.31783091696479,7.72964927109123,38.5079743627962,-5.4804170188785575,0.963679555369629,10.88840378381954,14603970965.5
SHP,Retail trade,29297.0,64.06599157783738,81.55022239153637,62.12981200153121,68.92402490668584,STRONG BUY,4.20088956614546,-0.07251566653906627,-13.253623556531705,14.97201646090534,25.7957423506058,2.88926712207987,5.070204693201866,1.86132647077986,21.087256874100696,37439521069.4
SYG,Finance,3200.0,75.5200851345263,72.29342038813238,46.95014325502621,68.8380973347081,STRONG BUY,27.173681552529526,0.7458452712521842,-30.354706866213455,9.209884210993293,43.9406328489119,35.8382331851427,12.772200723225986,0.2296918767507,13.12913840029248,59547840.0
ACS,Finance,1085.0,83.61736910089076,66.0,35.1056587077726,68.6298162919999,STRONG BUY,67.25832860223326,1.0088048923143833,-36.842104160249114,75.13518305114793,13.2641854283897,95.4676558005091,6.698794728746979,0.150208463279574,2.7458622260464645,1138924.5
N91,Finance,4846.0,71.23103682674416,62.28479387427585,71.43501903641916,68.58796038293868,STRONG BUY,27.139175497103384,0.7029182530349309,-17.892156862745097,6.363617566658481,42.7894380501016,21.5581934779643,5.193392280349914,0.208802456499488,11.313070305674325,2029431383.1
EMI,Finance,1524.0,50.25962318380356,92.3487440396724,77.09729114549194,68.25389303290189,STRONG BUY,47.39497615868957,1.1747742621243282,-14.59344204871019,-24.42926525205828,14.5354357418139,93.6931972995065,-20.821332287841845,0.612171233763097,5.155170636148057,321273678.0
SBK,Finance,30592.0,66.96230902475929,65.16432425484001,75.26293606233406,68.08303900129846,STRONG BUY,30.657297019360065,1.0219113385278393,-10.258616012957926,14.123749933151514,18.6756279251986,14.042292754634529,15.05143552518006,1.11608278542318,10.130204846699693,80063692192.0
NY1,Finance,4646.0,70.98830493235398,61.58493350639389,70.02965278443875,67.9755630749829,STRONG BUY,24.339734025575545,0.58580439870323,-18.726790450928384,5.8155574166214965,43.5644675743569,21.5439665586529,4.773370931259606,0.208802456499488,10.745129076561373,1856573192.8
VAL,Non-energy minerals,135800.0,69.33293172818001,83.0,40.89824405933867,67.74611467595774,STRONG BUY,120.05693978380809,1.4915203382782227,-30.778287532020787,118.21566474722351,15.3980577676811,13.2553941373678,6.737500802848046,0.0534471211413958,23.438823583770716,87205877990.0
NPK,Process industries,48500.0,78.44879075044422,55.76340326340326,58.53440612215087,67.66029757867327,STRONG BUY,13.053613053613056,0.2945338435125721,-21.893864312100188,1861.6431502051437,63.4562766772463,10.8103068948801,7.738818637445638,1.76394104583081,3.456229426121329,133445324.99999999
EXX,Energy minerals,21025.0,63.202298675036275,68.76795077924817,76.3195844144648,67.49545145418554,STRONG BUY,45.07180311699264,1.1099653678720673,-14.84552392229257,-0.5258298251928802,13.7574798566778,18.1082569246606,2.5684468999386127,0.231817775792765,6.609820178405676,18132457241.25
BWN,Industrial services,384.0,59.07252955903766,83.0,64.58456696463199,67.35317817244523,STRONG BUY,87.31707317073172,1.3820472470526652,-15.737704918032788,6.078838174273858,5.59077407185367,9.09104722148824,21.36506684285733,0.709009969013644,7.627615881087425,24581836.799999997
KST,Finance,2681.0,68.42778703639384,58.72158202890424,75.29479009255843,66.88932614537988,STRONG BUY,32.88632811561696,1.0245658410465361,-10.679273729361103,37.36483780536645,32.7185797818665,21.1868148169293,-8.343645207569738,0.0600099962403521,19.489795918367346,1558487016.1
MTU,Finance,37.0,88.28082290338469,64.31818181818181,14.504129011172529,66.3366917993814,STRONG BUY,-32.72727272727273,-0.12465591573562257,-60.0,822.360248447205,72.2267057114529,49.3163748411547,109.04073006633976,1.2896349615268698,0.3114478114478115,10311413.45
SUI,Consumer services,4719.0,69.53745140181711,64.79251592226376,59.28474800710562,66.06343007900881,STRONG BUY,17.17006368905507,0.35706233392546816,-23.34209390521057,32.86912549664889,52.9586776859504,15.121767037946,2.5854556018204704,1.75924200062131,7.093665992086266,2020378974.8999999
WVR,Finance,6499.0,60.60514724679927,86.0,49.291583002119495,65.96089022382354,STRONG BUY,109.75828697936892,1.3576319168432909,-24.916128010982035,-3.348225618114431,10.2746693794507,7.40604949587534,23.221142986220915,1.14310776942356,17.068942875902824,21522413.35
MTM,Finance,3676.0,71.05135698948838,59.083382673976615,63.45129460448736,65.94095221783465,STRONG BUY,6.333530695906453,0.03760788370727972,-15.125429708580477,23.72459560348404,18.4893519227823,3.06039642125337,27.795386340508557,0.152418800609556,8.159570901776735,6724921085.2
DTC,Technology services,7560.0,52.99515710617348,85.36896676148365,69.15568953338729,65.93940648820929,STRONG BUY,19.475867045934557,0.5129741277822739,-19.088832792402933,38.28405847621953,17.3897019291081,2.91578708138202,-47.67754467028288,1.43916697562664,11.868412345795717,3222922500.0
JSE,Finance,15629.0,66.34703589488248,62.395094327385706,69.82271978379642,65.85659020241624,STRONG BUY,19.58037730954283,0.5685599819830344,-13.262155970795334,16.736810665508155,21.9704550656982,13.6910665501122,2.9012684471710184,0.0364988197041568,12.035292567007032,1836359831.55
HAR,Non-energy minerals,26509.0,81.85653235575704,63.01693160196964,25.652672751018386,64.96388020867309,BUY,2.067726407878556,0.2210560625848654,-44.24720317868327,54.32323838080959,33.3149114727254,18.3432886284233,27.746263929281007,0.24851592012952,10.542718801246629,97638142315.7
KIO,Non-energy minerals,31541.0,74.12681023039363,62.2468552828808,45.98889853539683,64.93524140714042,BUY,-1.012578868476799,-0.16759178871693073,-23.628700171469983,-0.5733606153778827,27.11917887039,20.2623805627592,-2.266166086119733,0.0036950071897923,6.899314382559124,6941913886.75
HDC,Distribution services,19250.0,65.54916104226612,70.35193732147756,54.738022147072904,64.82776614699091,BUY,-0.5922507140897593,-0.10516482107725801,-15.850540844029643,11.981605918685933,16.2425256188735,6.56428251286899,4.404998870424357,0.365400609925146,9.800534400113143,192359475.0
IVT,Distribution services,3650.0,71.65857545220601,46.16820699985634,74.2641223127208,64.53257428860407,BUY,14.672827999425353,0.3553435260600667,-9.666666666666666,80.6636417800999,14.4988206192421,8.88032118086018,4.494308056651985,0.415237543090119,4.629747076283011,37045857.5
TKG,Communications,5700.0,62.79250614235949,70.0,60.65546942068576,64.5273469553169,BUY,50.072149330119075,1.0546224517238136,-21.428571428571427,303.44189766790805,11.5770491803279,7.91668535043272,5.099203543993591,0.399056325567679,3.531489111241907,5176413390.0
CMH,Retail trade,3750.0,70.99601284229708,55.28028893860026,61.05958666742662,64.29401043621394,BUY,19.12115575440103,0.42163222228555197,-17.525,32.35664935195924,27.0879236612871,2.48833474739978,18.56073789149624,1.45035486556185,7.429986664126501,107025187.5
SSU,Consumer services,1020.0,57.166172219855994,72.57906380756978,68.69100758972245,64.09500677014341,BUY,20.316255230279157,0.47425063247687044,-14.968999114260406,9.042705646317003,11.5523874179679,15.0923872875092,8.709625582516471,0.27443032427695,13.365751084242344,1163405319.0
CML,Finance,4491.0,73.11413752973942,46.48872443873706,67.59032387001098,64.02175087049302,BUY,15.954897754948227,0.3825269891675816,-18.048309178743963,-28.56055319418892,64.175654853621,37.8808549340609,3.2879286049788634,0.182699478001491,9.932510434242074,1981279649.7
INPPR,Finance,8700.0,67.08944441007316,73.67877580982667,41.0,63.84835494798458,BUY,12.715103239306668,2.650470017426543,-99.02367859629103,3.4485536963147885,12.2083280189676,29.450740366681245,-1.490114452398403,1.45264591984992,5.008134050644294,1480740.0
NPN,Technology services,86842.0,90.86508070144923,37.94367118057407,35.0,63.815641704896834,BUY,-18.2253152777037,-0.8897697114359658,-35.32663893012895,85.42800422137105,26.6602473533711,73.0092761278051,11.466393342365452,0.748373012604004,6.884510190370967,145107463190.9
INP,Finance,13317.0,67.08944441007316,55.01992219530895,66.3991860491958,63.33053607346842,BUY,10.079688781235818,0.28326550409964985,-15.291514849861665,3.4485536963147885,12.2083280189676,29.450740366681245,-1.490114452398403,1.45264591984992,7.621574118451777,23978688745.8
INL,Finance,13125.0,67.08452291142834,54.817206425397195,65.61226838738006,63.10987706080933,BUY,9.268825701588778,0.21768903228167102,-15.220714391811384,3.084838944623253,12.4437298818585,29.4612888588956,-1.9093620681531056,1.45264591984992,7.399831342875376,9872309343.75
PRX,Technology services,76300.0,93.61217189152825,30.96194242966794,35.0,63.094668674664504,BUY,-18.15223028132824,-1.0096818776481857,-40.339521013818775,91.4093273406516,27.2505523384291,198.640714978528,20.48091966444754,0.321040078060063,7.0922559970811685,102164528795.0
LEW,Retail trade,8263.0,76.98542560001897,44.0086901812625,55.55586826142665,62.80649350667357,BUY,6.0347607250500035,0.04632235511888754,-21.18836393645554,52.79383429672448,16.0562038097748,8.09788221820004,12.318241334160293,0.525663093654644,5.626516969721624,106968666.5
AFH,Finance,781.0,74.61062315226289,62.70514038626822,32.70160727296984,62.65717514660588,BUY,-11.179438454927116,-0.44153272725251325,-30.276870797468764,40.52888222055513,18.8781746570691,11.6728249916023,10.300111152278625,0.241388589881593,10.863472574402778,72271982.75
THA,Non-energy minerals,2893.0,50.99826608992443,83.0,60.39014066387463,62.47716117773714,BUY,97.92529443107281,1.6991783886562195,-27.569440351101367,-6.5438895005505,10.9027621576122,13.0623639651019,-18.60051065159286,0.133059667559238,6.0060831941053,86699015.14999999
INPR,Finance,9459.0,67.08452291142834,54.41178594824714,62.70306013794615,62.40640926777755,BUY,-4.352856207011435,-0.44141165517115394,-14.69066257223256,3.084838944623253,12.4437298818585,29.4612888588956,-1.9093620681531056,1.45264591984992,5.354293919226913,121992723.0
MTN,Communications,20810.0,49.82208394781481,80.0,66.88946561773491,62.288935097454385,BUY,73.23015665913084,1.5741221348112422,-21.652766635490263,,15.0959983907138,8.93752729293758,20.58818836070021,1.01189679786478,18.883551131977807,87010184117.5
IMP,Non-energy minerals,24246.0,54.5343915977401,90.0,40.04706204782236,62.276608208434524,BUY,117.96193043310925,1.4205885039851966,-40.100814822227385,,8.57427820974084,7.8978759427428,21.93353899569517,0.0310068732417588,26.690867614963643,69363262299.6
ADR,Commercial services,644.0,59.0314917455253,80.0,43.166232469712554,62.14899236670516,BUY,57.25063671233628,0.8471860391427131,-27.495150116531352,98.2415309025084,11.2500678671302,1.27271059195263,-3.2438537229274824,0.2425377980153729,4.232976780589617,31080985.6
FTA,Finance,1810.0,68.28967678320556,72.2964290993918,27.886103456890716,61.41098781279847,BUY,7.185716397567199,0.9905086214075597,-99.01280686410495,28.977179445082907,15.4523062978557,67.1890975098838,5.205031273096844,0.361638923734462,23.039714867617107,27919340.5
PMV,Commercial services,275.0,67.86019315402753,68.56451924343648,32.85545562968636,61.07054347598198,BUY,12.25807697374588,1.4046213024738632,-99.01000004222094,26.47887323943663,15.2700571517902,3.02175030594187,8.510297995689465,0.0136207283978359,6.124721603563475,2717550.0
IOC,Technology services,414.0,72.1259920018063,41.3955223880597,62.48840592366151,60.979333902053355,BUY,23.582089552238816,0.5407004936384593,-19.017094017094017,108.80341880341877,42.2119891512685,5.41859111525353,1.0312333355745262,0.828295647306768,8.493655341792877,327564976.5
BID,Consumer services,41498.0,60.497755317827014,62.34736968353678,58.0,60.55308856397455,BUY,-12.610521265852858,-1.1118946582612834,-16.89076036401937,10.686793284160672,19.4209441808823,3.60871688722507,6.0342232053650005,0.525935864951511,15.818482454528754,37263915487.1
AME,Consumer services,4011.0,66.97316190843263,63.569780896528286,39.90668830610131,60.53885288439507,BUY,4.279123586113132,1.9922240255084422,-99.21456121896925,0.7944115603057827,18.8774568383417,17.0875277756606,13.262412760390726,0.0074659706520584,4.768131619928436,1458600.15
QFH,Process industries,951.0,72.37065405619654,61.364824922019025,29.196248145238744,60.43402413375173,BUY,15.45929968807609,0.5163540121032287,-34.634633251918174,73.92131979695431,12.4120309439931,3.8989099054423,12.862466095237345,0.0561272845849439,6.93907333090113,1344286.05
SNV,Transportation,768.0,66.31715422646126,69.16666666666666,32.34969461181129,60.37851603559288,BUY,6.666666666666665,0.19580788431760734,-34.35897435897436,3.89662830607711,10.7206947105259,16.5710206995004,30.238141429818604,0.335430824860848,7.452390205985232,25607385.599999998
PPE,Finance,185.0,67.13749633343356,55.0,51.138287975399194,60.29640576179662,BUY,56.779661016949156,0.9281906646165997,-28.846153846153843,43.41317365269461,10.017484663253,12.4669575318534,13.53572570896871,0.0028564969606983,38.83089770354906,111383921.25
SSK,Industrial services,720.0,47.087161105590894,83.0,59.154955707630094,60.274571694321466,BUY,118.18181818181816,1.5129129756358408,-19.955654101995567,744.2556634304207,,3.06546788213663,4.234184688195417,18.2174908886616,7.005270723526593,342729648.0
NTC,Health services,1665.0,59.80089936824023,54.891607887099795,69.30460690333123,60.2288534309163,BUY,17.566431548399166,0.5253839086109355,-11.839648114501355,22.17319360176501,15.7585764079985,6.52140904949894,4.531386397904928,1.19262257382026,12.400300978179082,3921782042.25
ARL,Process industries,23655.0,65.0219557589774,42.58265471083132,74.33960334109821,60.153694960957736,BUY,28.330618843325283,0.9449669450915169,-16.000852242462983,15.770304099807102,17.3079961417931,3.874543843441,10.446242477643198,0.0598881075007494,10.48263455011122,3167124188.25
BTN,Finance,960.0,38.1776801285661,90.14793239216532,70.08232735944132,60.14968525382091,BUY,10.591729568661279,0.17352727995344336,-12.850003452532727,-19.5021380574221,-12.1041255035538,-53.5971764945589,53.83496173969981,0.768558253462506,,875577600.0
GLN,Distribution services,12750.0,27.821157805070108,100.0,79.78371498432409,59.86732189939987,BUY,97.31006356131518,1.981976248693674,-14.076923765534366,,0.831350945507947,0.135978383341422,-2.058022965277782,1.06757591353577,268.7406423433261,45589470562.5
OUT,Finance,6975.0,76.50841922421752,33.76041569916529,55.99638896344864,59.58161211454807,BUY,-6.9583372033388375,-0.5836342530459466,-17.656211599072748,19.550711743772244,36.9029588858927,11.961779778725,13.732432726876567,0.0234283196239718,21.643410852713178,12436747593.75
AVI,Consumer non-durables,9465.0,70.15173875515171,38.009276990801446,64.52489372299512,59.38363121941531,BUY,2.0371079632057754,-0.28959218975040674,-17.92774337085536,7.874781530134746,48.8795094068214,15.7145638866239,3.00029457665574,0.473190083831475,12.336839354543672,8796998633.25
TPC,Process industries,4000.0,58.48172711033724,74.92216125168885,36.66390673047631,59.05029327677053,BUY,17.6886450067554,1.721992227539693,-99.0131613268619,2.091649694501009,14.2863758993492,5.81864914444433,-1.3247379179639354,0.175738013368581,7.97973148203563,3637800.0
SZK,Commercial services,3400.0,65.01528146934564,69.58036820231645,27.867333501485238,58.9552178956648,BUY,-11.678527190734211,0.9889444584571032,-99.0389610866806,,30.0839921299154,326.977336926524,44.42503604881537,2.5883461382566204,1.9040792096951231,1056720.0
