Symbol,Description,Market capitalization,Market capitalization - Currency,Market capitalization performance % 1 year,Price to earnings ratio,"Price to earning to growth, Trailing 12 months",Price to sales ratio,Price to book ratio,Price to cash flow ratio,Price to free cash flow ratio,Price to cash ratio,Enterprise value,Enterprise value - Currency,"Enterprise value to revenue ratio, Trailing 12 months","Enterprise value to EBIT ratio, Trailing 12 months","Enterprise value to EBITDA ratio, Trailing 12 months"
SBK,Standard Bank Group Limited,499033136045,ZAR,35.693286596304624,10.130204846699693,0.7357978541291511,1.4538913626060879,1.8593675508569127,6.787017594831078,7.257363619533645,,672567136045,ZAR,2.7572815140986537,,
VAL,Valterra Platinum Limited,384891031861,ZAR,101.70130262620386,23.438823583770713,0.21372865400850216,3.3493105979554842,3.649252787083012,12.251625805427818,29.668182263131534,21.77132059461098,373953031861,ZAR,3.2145880844236223,14.297026757187643,10.853059898450198
MTN,MTN Group Limited,368561300314,ZAR,64.88328872242008,18.883551131977807,,1.7270184284844603,2.62866309714259,4.929593638118924,8.524476339564748,7.461689644027293,488525300314,ZAR,2.1548752368210953,6.325098403775441,4.202006711801135
VOD,Vodacom Group Limited,302229223081,ZAR,3.169037192215918,15.133920209777113,0.772895913390265,,,5.703564941132498,10.084514935236585,9.315886572448948,378399223081,ZAR,2.2778393173751823,9.922622868257506,6.0621471176065365
INL,Investec Limited,244589595686,ZAR,15.130729866172143,7.399831342875376,2.453639496102351,2.229944209171204,0.9219830665212168,2.057357896774697,,,320508098302.2407,ZAR,2.85188983125832,,
INPR,Investec Limited Non-Red.Non-Cum.Non-Ptg.Prf.Shs,244589595686,ZAR,15.130729866172143,5.354293919226913,1.7624079250080735,1.6017313679585683,0.6671190325787228,1.4886418846532552,,,320508098302.2407,ZAR,2.85188983125832,,
S32,South32 Ltd.,237893970308.51544,ZAR,56.14030094889902,44.92418018615051,0.465683280400517,2.351091475557644,1.4303506402893427,8.86386259033309,32.7368068614799,7.989892238362367,238511006873.46262,ZAR,2.5305935839848783,,53.19531623537321
IMP,Impala Platinum Holdings Limited,235356854122,ZAR,100.33371976908067,26.690867614963643,,2.2779829396565003,2.25245716078594,14.626577629382304,25.774652859496353,14.359994755130138,228016854122,ZAR,2.193482127539634,16.95292595702602,10.269641675539342
ABG,Absa Group Limited,193808103571,ZAR,36.31624861308225,8.699325279939051,4.068118954133852,1.5004683144029511,1.1087818008652688,2.8539929468407714,3.0004262461173483,,502326103571,ZAR,2.291978735717512,,
HAR,Harmony Gold Mining Co. Ltd.,180223361097,ZAR,-13.707146133397664,10.542718801246629,0.20586441218691573,2.049796257017061,3.2672449838817523,6.516479173000912,15.38324062443926,22.319916688362404,185755361097,ZAR,2.09348992558323,5.366790740119034,4.593243517642986
DSY,Discovery Limited,179003403413,ZAR,27.957661118067012,16.5996270727707,0.5383608671473821,2.0457638427402673,2.4516052497399,23.614550265066597,24.651587921255505,,199255403413,ZAR,2.263237203691504,,
SLM,Sanlam Limited,171614815953,ZAR,0.47337458686878636,11.33774518255242,,0.6404156771171267,1.7572958405183623,13.27454873818737,13.764436773969503,,201574815953,ZAR,0.6983654818596304,,
SHP,Shoprite Holdings Limited,160203819107,ZAR,-2.371025476218353,21.087256874100696,1.4076350085135498,0.6113862379846674,5.187992290837541,6.456251710159,9.412479268609177,10.560464133412745,202156819107,ZAR,0.7749569469949629,13.567571752147652,8.512224477114826
SSW,Sibanye Stillwater Limited,153190290522,ZAR,123.81394852282278,,,1.1900152697231394,3.6751673411396024,6.565042637501695,79.81576837362637,8.456438376993828,184557290522,ZAR,1.423207589025039,7.342641357549234,5.2008479547427156
NPH,Northam Platinum Holdings Limited,142575531522,ZAR,152.6323501207109,14.786024449366094,0.032027509683138486,3.534932142092378,3.401684643823608,14.09567427006933,31.25437882153156,14.646915432209578,145336063522,ZAR,3.524492223099368,18.46704901066973,15.207391105475645
BID,Bid Corporation Limited,139393304950,ZAR,-12.834224598773668,15.818482454528754,1.4986952073205,0.5775656538367293,2.976989058801657,10.499478992174922,18.350259012147017,15.42253121835977,155232402950,ZAR,0.6363751650694237,11.865783422343805,9.191391131010318
SOLBE1,BEE - Sasol Limited,137726858489,ZAR,254.78878835726437,26.96726174424249,,0.2621270298219414,0.4291970200164185,1.9139234990715908,4.408221464937886,1.6235189359467974,213552858489,ZAR,0.8563317112731123,4.939579915550621,3.768557687701837
SOL,Sasol Limited,137726858489,ZAR,254.78878835726437,60.50105172320803,,0.5671951158940468,0.9629035144068349,4.293887370167114,9.889844856588148,3.64236473279664,213552858489,ZAR,0.8563317112731123,4.939579915550621,3.768557687701837
NED,Nedbank Group,117409121592,ZAR,2.0368572045694,15.566408750846,,1.4398620397190491,1.0230201164704196,1.0669235736003513,1.0928936807294838,,166725121592,ZAR,1.013816236809301,,
INP,Investec plc,112938192638.85075,ZAR,11.864978084470971,7.621574118451777,3.222248752753607,2.4229254053752527,0.9338648910447896,2.0731754598233363,,,189350959877.1116,ZAR,1.7007186085797534,,
INPPR,Investec PLC Pref. (Rand),112938192638.85075,ZAR,11.864978084470971,5.008134050644294,2.078561885442009,1.5629458757888852,0.6136423377711231,1.3622829683129174,,,189350959877.1116,ZAR,1.7007186085797534,,
OUT,OUTsurance Group Limited,109068213856,ZAR,-6.723216727962432,21.643410852713178,1.1278079515317032,2.622857607785103,7.933603242547756,10.747615324382686,11.086768700608436,,110699213856,ZAR,2.650970205852771,,
REM,Remgro Limited,106286633834,ZAR,20.64673098515699,21.48475852748548,,2.016522890327922,0.8658738985944352,10.619802303173461,13.48350697952797,6.637035624261874,102659633834,ZAR,1.964965716030242,31.842318186724565,22.453988152668416
RNI,Reinet Investments S.C.A.,105574146365,ZAR,13.870751553822114,44.29699768334965,,4.624048257955117,0.767478294167328,76.90149664445458,76.90149636001367,,105574146365,ZAR,4.653135677125205,21.80551512687304,21.80551512687304
KIO,Kumba Iron Ore Limited,104870775784,ZAR,-5.344670338243819,6.899314382559124,,1.4694821728349894,1.8275337733150334,3.7208756501200955,5.9074077910899065,6.670599391010432,107025775784,ZAR,1.484222160673425,3.926830885488901,3.2024469115499703
NRP,NEPI Rockcastle N.V,100449498932,ZAR,-1.6899261282019884,9.99264622694875,,5.414679442281349,1.0309157270162583,10.933815662307415,12.470129047544177,16.447395364377282,154782486783.90594,ZAR,8.301638465685214,13.453768323353081,13.378505787590194
N91,Ninety One Plc,89210266385.77612,ZAR,36.177809571368925,11.313070305674323,2.2381174326314732,2.62060274480665,4.535090262544125,8.319231935102053,8.485458263015605,5.07582050906625,82907721690.12395,ZAR,4.838984297198186,17.911573694022984,16.673679320247064
NY1,Ninety One Ltd.,89122811564,ZAR,35.22565490109355,10.745129076561373,1.8862487637398955,2.3579716303943976,4.375052721470458,8.216971108417958,8.38546034921403,4.896704223930498,82861033941.5,ZAR,4.788801802927937,17.731252598480932,16.504724811219507
PPH,Pepkor Holdings Ltd.,81697425341,ZAR,-17.402218633234355,14.292291502236255,0.06445718553081323,0.860057256354682,1.268067629495498,12.822834578941308,20.831692549264744,15.81794922511738,103540425341,ZAR,1.086012432777428,9.645125788635305,6.6185390783047815
BVT,Bidvest Group Limited,79139463943,ZAR,-1.2938894775738152,12.971017733747791,,0.6191203671559017,2.0092821369526566,7.038098982788081,9.718191076820007,15.857482557518926,121166971943,ZAR,0.9406783117923071,10.384817983711104,7.476019434002381
MNP,Mondi plc,74936010644.52238,ZAR,-38.630159195713105,23.61723786901934,,0.5189738303714923,0.7945061593620707,4.005669865341677,17.351750028533857,12.687945535315373,134909097684.36728,ZAR,0.9156521461799504,14.159962093612467,7.022152856560489
PAN,Pan African Resources PLC,67221720038.597015,ZAR,186.88534152150189,15.077008116684182,0.09524689753506872,4.791991653283217,5.430631976237264,9.477137025915496,14.16430377987325,40.44983822091392,67882107285.66463,ZAR,4.767210434040831,9.438824975211777,8.549606407956071
APN,Aspen Pharmacare Holdings Limited,62602053480,ZAR,15.507190868819468,,,1.6401365438602367,0.7660206407763481,8.97346616649834,14.05856555153707,11.066742704626334,89925053480,ZAR,2.3368689347989915,14.598222967532468,11.012129987754102
OMU,Old Mutual Ltd.,57916269346,ZAR,13.837385189655667,6.7562582345191045,0.5990264690508698,0.17906615881244448,0.8953889564039168,,,,113047269346,ZAR,0.35009559914401805,,
CLS,Clicks Group Limited,57714408172,ZAR,-34.45421652393241,17.46418256979444,1.4555699272171267,1.0948958715556738,9.471780834539445,10.893823025448848,13.655169903841385,46.704548598684276,60897569172,ZAR,1.1445577400273326,12.597063664874117,8.951066457339557
GRT,Growthpoint Properties Limited,56206489867,ZAR,25.86075858290051,10.88840378381954,0.260768772214453,4.243765479484208,0.8331161123947534,9.592883624343521,9.66549447579219,31.05888302254284,133442489867,ZAR,9.945035762930392,15.226208337174805,13.996485196874344
SHC,Shaftesbury Capital PLC,56186060143.343285,ZAR,-12.63693268467544,7.027691518232651,0.2024743689276521,10.748173147779411,0.6224471321431454,21.144996296893748,21.144996296893748,6.81039725777098,89100401476.67662,ZAR,16.871803929820548,34.65719025584099,34.386900210518135
QLT,Quilter Plc,53869196122.61194,ZAR,21.05424013384348,20.647475556537593,,0.27298944673105124,1.6377363639285323,0.402929731038824,0.403191246359959,1.1546782766340276,11634476122.611938,ZAR,0.05533559751729569,1.5062864393952233,
PHP,Primary Health Properties PLC,53579412187.44776,ZAR,59.86198329644712,13.64946126548951,0.12458117820744699,9.50475790790834,0.9208740378261567,22.710620112463165,22.710620112463165,118.09522458480845,127405972187.44775,ZAR,21.908326181592326,28.090378618972338,27.95200236961779
EXX,Exxaro Resources Limited,49638407715,ZAR,33.17267197215071,6.609820178405676,,1.1987750586139618,0.8787228229963105,4.1930449190895365,7.409100280467025,2.079176811504634,54199407715,ZAR,1.297536753130162,7.3780843608766675,5.12281736436673
MTM,Momentum Group Limited,46125130769,ZAR,6.5401154905321475,8.159570901776735,0.35281766094035166,0.25454866589527425,1.4029298216154173,7.679077067964212,8.03208011820719,,51638130769,ZAR,0.26190445907467896,,
WHL,Woolworths Holdings Limited,45067163868,ZAR,-11.086673501341895,26.253318756832734,,0.5550042720679698,4.3085109109642765,6.933736598890943,12.669242330424993,9.871451315789473,60957163868,ZAR,0.7469782962808651,13.24579831986093,
SNT,Santam Limited,43030398071,ZAR,0.4962779164811326,10.4398756808053,0.9986638676675805,0.7096384493270691,2.787276851424002,17.334189488502027,17.934951761560846,,49622398071,ZAR,0.8108632460904946,,
RDF,Redefine Properties Limited,42968058877,ZAR,35.28138863545978,6.9285874188493395,0.18092898162827029,3.953111869059883,0.7683408802033683,13.36807745616153,13.412648439728468,56.675597921432775,85040686877,ZAR,7.587233465514054,12.488906621064315,12.42843541043685
TBS,Tiger Brands Limited,41632029588,ZAR,-5.906611672799112,11.620300613722392,0.4225881420949446,1.2853274653759692,2.5230653728206334,7.495544871524318,9.382310032483618,9.007017631184274,37394029588,ZAR,1.0872886016515468,6.81502270603244,5.798422947433711
DRD,DRDGOLD Ltd.,40631220992,ZAR,63.238919264127816,12.287606536018673,0.14964919056508783,4.542680434332578,3.640129716307894,8.672948475396721,24.92772191978335,22.688481216887684,38910620992,ZAR,4.262262544171934,9.7532575490663,8.643347325958505
ARI,African Rainbow Minerals Limited,40285683363,ZAR,29.92736105936833,30.806583749162137,,3.1632383132444897,0.6475643227814769,5.159616137416366,7.783489250776397,3.7956021410317087,35778683363,ZAR,2.590405688024906,21.373168078255674,13.692569216609261
BOX,Boxer Retail Limited,40023148346,ZAR,13.333329662898684,25.40639054645933,1.9103272519386292,0.8564850960562052,11.767044379306448,15.88928238016172,26.478589793598363,73.48054751271813,44956148346,ZAR,0.9550507381458192,17.041754490523125,11.180340299925392
MRP,Mr Price Group Limited,39180221327,ZAR,-33.55688087282559,10.82943391919653,1.070058924347035,0.9786824602654919,2.9326793431354594,4.754947632354922,5.425361344006739,13.564315798857079,45453221327,ZAR,1.0946780339819855,7.861158998097544,
HMN,Hammerson plc,37985907868.8209,ZAR,27.859835749344725,6.839860218129361,,7.91041694778042,0.7928828814315372,15.651446512782114,23.19647668250205,4.62073285158729,67006841202.154236,ZAR,14.090044528858982,34.62031822752126,34.26258818843091
SRE,Sirius Real Estate Limited,34880677641.402985,ZAR,-2.3002295930084418,7.935273915530111,0.2231207663737697,5.636654494714367,0.9363107687295064,12.541538514196246,13.152288683089159,3.8256566393139058,55822999989.34338,ZAR,8.731085385414973,27.24279292538214,25.918849786637093
KST,PSG Financial Services Limited,33080080989,ZAR,36.92692346386098,19.489795918367346,0.5278044620058354,4.090327080839725,5.862608005507431,,,,31505872989,ZAR,3.843420307628573,11.90730098540059,11.024878683853872
VKE,Vukile Property Fund Limited,32625495231,ZAR,37.47090467751064,6.720515105349392,0.0514758735643006,5.433316273628966,0.9806713781956233,12.049465244289856,,12.414444780273037,56675495231,ZAR,10.306509407346791,16.437208593677493,16.422919510576644
DCP,Dis-Chem Pharmacies Limited,31767422613,ZAR,15.594301433672094,25.76947127075662,1.5822351736200089,0.7815706046262627,5.648822641589895,15.373415581512798,59.062566214139174,76.12666690792982,36814914613,ZAR,0.900471786012088,15.840537763301414,10.535494127124489
AVI,AVI Limited Class Y,31678267044,ZAR,9.422073872900633,12.336839354543672,1.5794921425674697,1.951750081959585,5.65272105300339,10.393819645876896,11.877320579466119,65.28504652595937,33826967044,ZAR,2.058377675522399,8.924143792111858,7.701249213186413
PMR,Premier Group Limited,29800234021,ZAR,67.20609384399548,17.322704193507516,0.6557242343390386,1.197205699081045,4.198856918783123,12.402399962967994,24.31211881302272,61.878000561951474,32042200021,ZAR,1.5627772420338706,15.730556629552172,12.926142102362853
TKG,Telkom SA SOC Ltd.,28800033638,ZAR,54.14969735146524,3.531489111241907,0.012114542747961159,0.6611764648698834,0.8274876893059555,2.6759260379710965,6.9249643031043755,4.743015061778001,36340033638,ZAR,0.8147624240617013,7.469688312024666,3.3735642070181955
FFB,Fortress Real Estate Investments Limited Class B,27701920451,ZAR,22.375780699436145,8.855337078651685,0.38413763740332113,4.898529557100187,0.9788491730044111,13.442219005695293,27.850168203654764,7.937506482330986,48800798451,ZAR,7.756696510545041,11.008375127479635,11.008375127479635
RES,Resilient REIT Limited,27313096455,ZAR,35.235730302129525,6.090067895531799,0.10567987849275416,7.201905493030908,1.0646651406380865,18.687706514030133,29.819864372796864,650.4548936757575,41305815455,ZAR,10.518832796770129,18.653225946371172,18.653225946371172
ADH,ADvTECH Limited,24211882311,ZAR,37.11506876736544,18.65236051502146,1.1575995540688835,2.644384723405363,3.556453170366055,11.764017391949336,22.82868530966408,69.8300881557503,26865682311,ZAR,2.879370907035068,13.181082480129525,10.579539383712689
PIK,Pick N Pay Stores Limited,23557263433,ZAR,-29.746156235924563,,,0.13205688123450326,1.6810301689984628,4.553588311688312,9.300221514395828,2.87227565902328,37946263433,ZAR,0.3050602658506271,19.102070693682357,6.492311701512455
KRO,Karooooo Ltd.,22839693548.92206,ZAR,3.4561259638215427,25.448247512370184,1.8743040072373633,4.29854853859723,7.0123463301274604,12.715765739541384,,19.945263573610845,22875269616.227745,ZAR,4.538067748355025,17.808555716862163,10.961238143435189
HYP,Hyprop Investments Limited,22788437462,ZAR,37.9065821084039,6.183543812575534,0.5263794119115601,4.608798517997058,0.865641483489406,12.19759810060802,14.327703613593643,23.690009943148294,35592854462,ZAR,7.219232989512568,13.946431215401205,13.077175403067287
SRI,Supermarket Income REIT Plc,22475523263.80597,ZAR,-3.9194749285398918,16.11291350443196,,8.859438703496359,0.8970154501941142,42.86593248246056,42.93289596995756,20.59681463126972,41273049770.47263,ZAR,15.895764135585475,22.906690288300585,22.904692271628086
APH,Alphamin Resources Corp.,21640512455.50746,ZAR,36.31082461406492,6.855085230645618,0.08884418427999928,1.843887920587124,2.8545880256310627,4.452832790053081,4.722037114317167,7.006580617825434,20582540375.915073,ZAR,1.6431933816343116,3.286029888001021,2.8361046533059637
OPA,Channel VAS Investments Limited,21304817775,ZAR,,,,,10.41500350032547,,,13.482480888666858,21647617935,ZAR,,,
NTC,Netcare Limited,19983605021,ZAR,18.247773552579442,12.400300978179082,0.573276440781386,0.7969574099047976,1.8072335399735275,5.519068180859062,9.275933885492744,10.842383281719417,31179605021,ZAR,1.1835562185317339,10.971008100281493,7.432563771394517
TFG,Foschini Group Limited,19408656057,ZAR,-45.95807356740116,6.578903292801394,,0.30565880335080636,0.7510327656526662,2.5837674136616227,3.583612417144603,7.304417440308263,42924656057,ZAR,0.6649088878854721,8.926828752625559,3.856420176359079
TRU,Truworths International Limited,18503041741,ZAR,-30.444418247293797,6.726037655113394,,0.886859544883926,1.686415836618156,4.323506792539719,4.953044051701398,19.062934010152283,23175041741,ZAR,1.06478482614289,7.917677396993509,5.242036132323004
TGA,Thungela Resources Limited,18297754942,ZAR,57.26829466784124,,,0.5619746135208242,1.0302996951145884,5.9989666481163635,,2.68814702335343,12412754942,ZAR,0.41936399682421704,,8.128850649639817
BYI,Bytes Technology Group Plc,18165083213.179104,ZAR,-47.90529507214684,17.123887593954677,,3.710758677223457,10.348478355972494,14.38346191716981,14.824475742414297,8.900756738962693,16077159578.563719,ZAR,3.374720183743895,11.865316475912149,11.304866698565064
DTC,Datatec Limited,18068949871,ZAR,23.303813563737585,11.868412345795717,0.3151925476837516,0.3503866709430525,2.0144894554192923,5.194725111886495,5.525937471321943,1.5267221896013807,20230347596,ZAR,0.3905110464522191,5.19965558052661,4.0361984711330425
CML,Coronation Fund Managers Limited,17557697271,ZAR,16.657899555346155,9.932510434242074,,4.02157895547687,6.4584394943535575,82.48347635057142,82.87813413215311,11.815504797830831,16581697271,ZAR,3.770281325829923,7.7376095524965,
MTH,Motus Holdings Limited,17537643845,ZAR,25.561205413453713,6.522539990305381,0.6468877887885833,0.15370069725261307,0.9204797439731014,2.2992019412240494,2.6888664669714646,8.574901960784313,30807643845,ZAR,0.27003877640551865,5.845852722011386,3.9041495178050942
GCT,Greencoat Renewables Plc,16273730757.39967,ZAR,-3.8522354417091997,,,6.837586400740794,0.7923657060170416,27.331701677491022,27.331701677491022,19.571574304087214,37529171005.233,ZAR,15.482626758462091,,
LHC,Life Healthcare Group Holdings Limited,16214821613,ZAR,-16.062886964532957,4.195804195804196,,0.647894559622015,1.4037347394160162,3.997132855937032,6.719504422683335,4.241576938727932,17120821613,ZAR,0.6819957621494582,7.778655889595639,4.873561518075719
GND,Grindrod Limited,16029320379,ZAR,91.37187242782768,7.5555125225923065,0.013891244295907776,2.8890227918574274,1.6186499449963252,7.670021027543334,8.990815052051763,3.985661790743641,15376357379,ZAR,2.766361811241214,13.541354842885713,9.828621473913785
GNDP,Grindrod Ltd Cum.Non-Red.Non-Ptg.Non-Cnv.Pref.Shs,16029320379,ZAR,91.37187242782768,32.758843273947846,0.059068340847701684,12.284701021094632,7.018067894793977,33.25532397674705,38.98196188736668,17.28084885777358,15376357379,ZAR,2.766361811241214,13.541354842885713,9.828621473913785
LTE,Lighthouse Properties Plc,15842915039,ZAR,-6.10326599737528,7.418073485600796,0.152676468740961,5.277098883884798,0.8608013865009748,14.970900224753027,15.069993165059786,12.275230207593713,27455204480.904686,ZAR,9.205159331287156,16.000630533153522,16.000630533153522
OMN,Omnia Holdings Limited,15511455348,ZAR,37.082601263645046,13.257887517146777,6.025423232680894,0.6899764229866373,1.5368843498104614,4.321137027846706,5.434384188626907,14.326109689213894,15278455348,ZAR,0.6612046283810101,8.84169869675926,6.639919751412429
EQU,Equites Property Fund Ltd ZAR,15481131886,ZAR,16.21269659606041,9.305003140046054,0.14437572687119646,3.814666580839702,1.0499313824372107,15.588474255221106,15.77204741354703,9.501992244842846,27962767886,ZAR,7.069965729736098,16.476124585117923,16.409092816040353
WBC,We Buy Cars Holdings Ltd.,15118999180,ZAR,-10.713479412345205,15.847982285688463,0.09740991042882204,0.5767399291179717,4.7971635590658455,21.781573938137562,307.1549258211753,158.1212913912464,16656589180,ZAR,0.6248662060442187,13.225634702405955,11.799392752300857
FTB,Fairvest Limited Class B,14959296074,ZAR,46.17522643602468,8.566700610997962,0.3000242582270033,6.169874334039375,1.205499081993641,14.368022302353765,38.67307504783699,215.17519811220683,19017327074,ZAR,8.715121244741894,11.564108689928265,
FTA,Fairvest Limited Class A,14959296074,ZAR,46.17522643602468,23.039714867617107,0.8009497159157464,16.471198443379453,3.2421297747525863,38.64208078344772,104.00931030696128,578.7029845216855,19017327074,ZAR,8.715121244741894,11.564108689928265,
MSP,MAS P.L.C.,14714901985,ZAR,7.493268759680111,11.274725274725276,,6.008719036466124,0.5829987672360375,4.401401681649373,4.401401686067607,6.590747750155298,20993389835.83405,ZAR,10.124045305757187,17.565753449505895,17.54235863293178
JSE,JSE Limited,13635531603,ZAR,22.35839333757696,12.035292567007032,0.7368425267702172,1.6875116735832099,2.482993501956579,10.276570849462836,10.569006933316095,4.0610210671085705,10649079603,ZAR,1.361758864601593,8.42923940554874,7.420635611816345
SSU,Southern Sun Limited,13482318481,ZAR,18.578265331120267,13.365751084242344,1.500659455337725,2.046770289069296,1.4951946472913749,8.902069190600523,15.052947019867549,21.14413953488372,15395318481,ZAR,2.2757307436807097,9.900526354340837,7.613906271513353
HCI,Hosken Consolidated Investments Limited,13137160671,ZAR,24.683062734330008,2.1919780761970142,0.0037913182739554314,0.5677468135219229,0.5444394315211815,3.8753661862594853,6.468693835977242,4.004614856059138,38451945671,ZAR,1.6107057068709187,9.332142585739119,7.361843318225565
ISO,"ASP Isotopes, Inc.",12715621608.62355,ZAR,38.88035188063229,,-0.012466500565440837,24.2973733472441,3.184065994179558,,,1.634841900208051,11738938275.290216,ZAR,29.533158476976517,,
SPP,Spar Group Limited,11881356557,ZAR,-44.81975963028521,,,0.08973847044369672,2.222284254445384,2.754483311743158,3.495319030584752,4.288832386035021,25438956557,ZAR,0.1906849615578641,7.843299178948017,5.18569727597032
ATT,Attacq Limited,11651183769,ZAR,15.238764819578565,8.18321671381073,1.8490845621033394,3.9929856318465022,0.8535638490605104,10.76053910019205,10.79227502143436,10.91649487154568,20993803769,ZAR,7.001064065303858,14.75882153919483,14.712536446350319
SUI,Sun International Limited,11452096904,ZAR,14.327915506583054,7.093665992086266,0.2217082230492079,1.0969559449271065,3.5142192328123483,4.233635711579342,7.888615496052998,33.66748399208333,17226096904,ZAR,1.6260238723805929,6.846620391096979,5.183899158591634
RLO,Reunert Limited,11156405853,ZAR,10.441252646798082,11.275836724450103,,0.8525093702758915,1.2286963297531843,8.226922853696093,10.006785971082268,5.933328055829851,10843405853,ZAR,0.7811689253656077,7.157363599339934,5.755523276539278
WBO,Wilson Bayly Holmes-Ovcon Limited,10936507719,ZAR,-12.043301478827555,7.152643627296633,0.41864718631240944,0.3181417989620861,1.5648179039743582,5.297987736024878,6.183421703430476,1.925770503402493,6990621719,ZAR,0.2509383764876648,5.149697542214188,4.0332309358802165
AFE,AECI Ltd,10907062287,ZAR,7.254034181024573,36.49531199482703,,0.43184543106253537,1.04106699406293,5.517042123262844,8.336338434722132,2.868304275076008,10755062287,ZAR,0.33418457841096233,4.606022392719486,3.202817834127457
PPC,PPC Limited,10343641189,ZAR,29.31034854808615,18.914285714285715,0.047376515860018314,0.9818541580603878,1.7169341055214213,7.466572899234303,10.907543855033557,12.009044589162562,10114641189,ZAR,0.9929944226389161,8.659795538527398,5.799679580848624
SDO,Stadio Holdings Pty Ltd.,10017576963,ZAR,51.31056035294885,31.09531332280147,1.281518561367907,5.583166166580185,4.8124921048234945,23.68617037073145,63.593049461722174,65.41714613872213,10182908963,ZAR,5.531192589124262,22.18469685145728,18.833452866934724
ITE,Italtile Limited,9976564001,ZAR,-10.91658512438824,7.123074259996539,,1.1242332373037793,1.3384812547570568,4.309409448818897,5.0701544004117345,6.629414535666218,9670564001,ZAR,1.0995524731097215,5.1112917552854125,4.009354892620232
SAC,SA Corporate Real Estate Ltd.,9480461996,ZAR,17.661743639058596,15.794349235757295,,3.2286898379506344,0.8074617994795305,13.772467888930503,,27.187609056420477,18132411996,ZAR,6.204532776995708,14.84419920836011,14.590108687885625
RBX,Raubex Group Limited,9403913879,ZAR,16.318652752856092,8.484960077668603,13.309418567588917,0.4402119998300503,1.2529036270188212,8.050516780463674,678.432238305096,5.009644040274516,10953633879,ZAR,0.49680586686835887,6.523713053639292,4.344278689993984
