Symbol,Description,"Gross margin %, Trailing 12 months","Operating margin %, Trailing 12 months","Pretax margin %, Trailing 12 months","Net margin %, Trailing 12 months","Free cash flow margin %, Trailing 12 months","Return on assets %, Trailing 12 months","Return on equity %, Trailing 12 months","Return on invested capital %, Trailing 12 months","Research and development ratio, Trailing 12 months","Selling, general, and admin expenses ratio, Trailing 12 months"
HAR,Harmony Gold Mining Co. Ltd.,41.2070325707202,39.008227206131,28.0761861828018,18.3432886284233,12.561704045982195,17.7371896863625,33.3149114727254,32.1120647134261,,2.095120027048349
DSY,Discovery Limited,,20.3634711494775,16.1619718309859,12.3318945933667,8.250795093139482,3.22896281800391,15.9038474215025,12.1494595018017,,
SLM,Sanlam Limited,,8.53803033557605,7.25095101823045,5.52283483117261,4.543753767695176,1.31311829143878,15.7347178489996,13.950842555277,,
SHP,Shoprite Holdings Limited,21.116529046009,5.71183230980365,3.78284303578137,2.88926712207987,6.499221810765846,5.73771115797167,25.7957423506058,9.62506065946415,,16.828438024702717
SSW,Sibanye Stillwater Limited,23.8184103580434,19.3827741233989,-0.576817785729158,-3.98759995990037,1.4034871257046353,-3.59435440987874,-12.384887132507,-6.57975938261473,,5.338649105084171
NPH,Northam Platinum Holdings Limited,19.0853028064366,19.0853028064366,26.823026533423,22.1820534659145,10.515386920501001,15.189629580783,26.2457358919168,21.1329780865155,,
BID,Bid Corporation Limited,24.4121008142041,5.36311124532326,4.82347444278106,3.60871688722507,3.108588601585849,7.91031124411708,19.4209441808823,13.789640452372,,19.048989568880803
SOL,Sasol Limited,27.3846042801978,17.3361242436272,2.47011600723391,0.965590802827802,5.907025795870576,0.680830851137522,1.60849133799359,0.965385633073278,,10.011989686463684
SOLBE1,BEE - Sasol Limited,27.3846042801978,17.3361242436272,2.47011600723391,0.965590802827802,5.907025795870576,0.680830851137522,1.60849133799359,0.965385633073278,,10.011989686463684
NED,Nedbank Group,,16.82404575076473,7.95850486157139,9.60113167853559,64.90182605364451,0.533460523686124,7.01260166550393,4.68375372691964,,
INP,Investec plc,,38.10870113856446,17.0139950413057,29.450740366681245,,1.07066007947009,12.2083280189676,5.73091083924322,,
INPPR,Investec PLC Pref. (Rand),,38.10870113856446,17.0139950413057,29.450740366681245,,1.07066007947009,12.2083280189676,5.73091083924322,,
OUT,OUTsurance Group Limited,,18.5880549834762,18.6934240145601,11.961779778725,23.221897600459794,13.8002486531289,36.9029588858927,35.7117323228712,,
REM,Remgro Limited,21.4967939515743,6.17092544741124,5.24643506555651,9.21236481959996,14.678916642740933,3.26701556465134,4.00152977660273,3.86184651306472,,15.325868504163079
RNI,Reinet Investments S.C.A.,95.0257627200935,21.3392604891811,10.5603988098009,10.3054781803222,5.937140036728138,1.78672551814219,1.78685681959356,1.78685681959356,,
KIO,Kumba Iron Ore Limited,65.4106976937692,37.7969462896448,36.3796474781234,20.2623805627592,23.672495804961933,14.4341099821685,27.11917887039,27.0742034410236,,28.34597623042893
NRP,NEPI Rockcastle N.V,66.2335044335973,61.7049310023799,67.5920342880153,53.9475485056622,43.226151427849004,5.83060110101661,10.4050281195091,6.55818640867769,,
N91,Ninety One Plc,83.6812662027562,27.0159639787147,28.8443170964661,21.5581934779643,28.68058398144358,1.22786634907929,42.7894380501016,35.5375618533513,,
NY1,Ninety One Ltd.,83.6821467393006,27.0076904071244,28.8234491863464,21.5439665586529,27.54437908385764,1.25010081538366,43.5644675743569,36.1827949041922,,
PPH,Pepkor Holdings Ltd.,34.6580658695196,11.259702118733,8.05433186490455,5.91357247744913,4.037130270610447,5.00832796642164,9.26129737010694,6.92756650488419,0,24.409481854415773
BVT,Bidvest Group Limited,27.5657308312595,9.05820702170986,6.31817948384218,4.64814922137846,6.301653347303471,5.02240055548469,15.722580742494,8.45591838564676,,18.83256939966152
MNP,Mondi plc,16.4065725417991,6.46648728190149,3.47574598741994,2.11575234832556,2.88008921910305,1.67464789969775,3.40977324476118,2.31905262754196,,5.65334795473955
PAN,Pan African Resources PLC,51.8433880683101,50.5063975603722,41.8149628374472,29.1174075442987,30.999579615330642,24.01301533925,43.4821763002258,34.3806407040936,,1.3369905079379778
APN,Aspen Pharmacare Holdings Limited,41.9089940490112,16.0079000025987,-5.59496894571347,-6.7695745952548,11.496582729139055,-1.96867501747624,-3.13528671926246,-2.30116560000353,,25.901094046412513
OMU,Old Mutual Ltd.,,15.3565765676486,6.88161187225925,2.60386988083145,-1.4818645789460645,0.64597319303443,14.1414311303222,10.6916919399037,,
CLS,Clicks Group Limited,25.2611251083309,9.08590899019458,8.56668755583583,6.26093375845421,7.957023655945666,15.2422680563319,53.372207784717,36.4713296988695,0,16.175216118136305
GRT,Growthpoint Properties Limited,66.2095692353555,65.3152481740945,30.8466239379937,38.5079743627962,43.322402742584586,3.36571813820484,7.72964927109123,3.93586227909811,,
SHC,Shaftesbury Capital PLC,75.2976190476191,48.6819727891156,164.583333333333,144.642857142857,49.48979591836735,6.12266935425815,8.91918463656027,6.89103375634261,,
QLT,Quilter Plc,99.455360956856,3.6736437419906,3.44938060657839,1.28150363092695,65.8158906450235,0.172674293114613,8.3073727933541,7.011393514461,,
PHP,Primary Health Properties PLC,89.1891891891892,77.992277992278,46.7181467181467,45.945945945946,40.15444015444015,2.69495997191806,6.0559796437659,2.82744282744283,,
EXX,Exxaro Resources Limited,17.5863637451821,17.5863637451821,18.5822699959302,18.1082569246606,15.915347968686408,7.64326061255217,13.7574798566778,11.675181749425,,
MTM,Momentum Group Limited,,7.2330648597107,6.15376032135684,3.06039642125337,3.089306364244994,0.737950969187428,18.4893519227823,15.9351397031638,,
WHL,Woolworths Holdings Limited,34.0273267569389,5.63936033331291,2.68365908951657,2.11139023344158,4.353899883585564,4.06339174115039,15.6451466448742,6.19617009799515,,28.387966423626004
SNT,Santam Limited,,15.4452015621681,12.5545369871072,6.63267807245453,3.8662025916303087,5.20948976776123,29.2193067703272,22.0292529375051,,
RDF,Redefine Properties Limited,58.9882027680688,60.5910731887322,55.1751580422954,55.6364909435716,28.838409648770313,6.04261120378662,11.3310868453258,6.52947028256749,,
TBS,Tiger Brands Limited,31.3212374970923,15.9542916957432,16.3700860665271,11.8050709467318,13.538032100488486,15.2020354252358,23.2247509488684,22.8689233299631,,15.366945801349152
DRD,DRDGOLD Ltd.,46.30138786956,43.7009124667273,45.7668335323307,35.0450756372479,17.291956490782223,25.6372655079293,34.6971200511895,34.6550258073951,,2.6004754028327
ARI,African Rainbow Minerals Limited,18.4477266145381,12.1198957428323,4.85085432956849,9.33246452360266,37.30089777005502,1.68531980544951,2.25675143344859,2.20654946334115,,17.122791775267885
BOX,Boxer Retail Limited,13.5494561522774,5.60418082936778,4.48674371176071,3.30557443915704,3.171736913664174,11.5152636447734,59.0848680463262,20.6092715231788,0,4.3932698844323586
MRP,Mr Price Group Limited,41.997013631328,13.9251481142527,12.7787678820866,8.98318963441068,17.901353499349742,11.6436966395605,29.0069212224901,19.5226630377892,0,28.071865517075285
HMN,Hammerson plc,62.0396600566572,40.6987724268177,68.2247403210576,109.584513692162,32.90840415486308,6.26653707003618,11.854235297122,6.99454539975289,,
SRE,Sirius Real Estate Limited,56.9464464172796,32.049154638094,59.7311067019657,64.641747318929,39.441611120045806,6.63567237009695,12.5109433576793,7.72832662953687,,
KST,PSG Financial Services Limited,67.3245863634273,32.2778462754989,31.8996266233746,21.1868148169293,15.560523012733501,1.27366484320576,32.7185797818665,31.2823544827853,,
VKE,Vukile Property Fund Limited,67.5941080196399,62.7023095108202,78.9416257501364,78.7415893798873,,8.23060912210004,15.5445064708944,9.06597433052072,,
DCP,Dis-Chem Pharmacies Limited,19.5380450395434,5.68460363825689,4.15525827946165,3.02127268327689,1.3186029194921078,6.57490902344409,23.577119075314,13.834302039561,,22.623276683420805
AVI,AVI Limited Class Y,42.9334663924351,23.0652679234261,21.6535433070866,15.7145638866239,16.298725796833356,24.6043768637875,48.8795094068214,45.464148020351,,19.868198469008995
PMR,Premier Group Limited,35.0429222122997,9.93465952182495,8.78839429810807,6.63825995433921,4.854206893793557,11.9645685119574,27.6020579454474,18.8285236846949,,25.108262690474785
TKG,Telkom SA SOC Ltd.,42.6303753194924,10.9075826196135,10.053360835837,7.91668535043272,9.172234428949375,5.76179364587243,11.5770491803279,8.19438159223031,,31.722792699878926
FFB,Fortress Real Estate Investments Limited Class B,67.6684721353979,70.4617749733328,70.922257714886,54.7507637757391,17.453457800844035,6.0061374643777,11.2205658450469,6.88472469471751,,
RES,Resilient REIT Limited,63.2634247757232,56.3914940343951,98.9800205966929,116.403758336211,23.77173628491481,11.4957519481565,18.6271336241047,12.7660970892702,,
ADH,ADvTECH Limited,,21.8447226271114,19.6540341250107,13.8043385063877,11.303909800222927,11.6700492896492,20.0228521682355,16.9622103551134,,
PIK,Pick N Pay Stores Limited,9.49799580993235,1.59700103063444,0.0461454111041616,-0.325268873392749,1.418448838888201,-0.86640434701143,-6.4155520847373,-1.62354664285786,0,5.864728023448943
KRO,Karooooo Ltd.,67.9392458545254,25.4825152375477,24.7400247242188,18.0627942682666,,17.8247258038835,30.0118234311867,26.9139574375742,4.776919002760399,37.67981161421749
HYP,Hyprop Investments Limited,58.2809056358237,51.7236133754621,78.2051209241175,72.3246662158473,31.65956835734751,8.6651215716209,14.5941886208663,9.92199990984579,,
SRI,Supermarket Income REIT Plc,89.368638608082,69.3935437006546,48.1887598474563,53.0262281756155,19.928397858853845,3.10516277177264,5.52714968120572,3.34655075070765,,
APH,Alphamin Resources Corp.,54.6892831254269,50.0054299678894,49.2364629828457,25.499840810585,37.07457772853899,27.1325042785354,45.7112254767199,44.6945411156875,,4.39781890803024
OPA,Channel VAS Investments Limited,,,,,,,,,,
NTC,Netcare Limited,49.7039174005466,10.7880352262375,9.31141815973277,6.52140904949894,8.381415122988155,5.9636212163288,15.7585764079985,7.84636112443196,,38.91588217430914
TFG,Foschini Group Limited,41.9596884623249,7.44843332734381,6.10791670022863,4.5466655926837,8.31324778645914,5.05481561082466,11.858100328449,7.33306851142607,,34.51125513498107
TRU,Truworths International Limited,45.3158741098093,13.4481966459913,17.2708476912474,12.85090742017,17.417872731449574,13.8533927686974,25.890956215866,20.7407956694227,,31.867677463818055
TGA,Thungela Resources Limited,16.5985337342478,-7.78742525085307,-27.0144261630461,-23.9366194803879,-1.1385519781073685,-16.5032261070089,-34.0854421245069,-34.0297790585975,,22.558194533599107
BYI,Bytes Technology Group Plc,74.4466408538189,28.441889355374,31.7325740608083,23.250605271987,26.853220409680723,11.0359817508823,57.2461948058472,56.4873051715592,,46.00475149844488
DTC,Datatec Limited,31.3915772995515,7.51032525358188,5.07369157200771,2.91578708138202,6.2364913683673615,2.06884963278409,17.3897019291081,14.8610684627489,,23.881252045969457
CML,Coronation Fund Managers Limited,,48.7266939517963,49.9545247839927,37.8808549340609,4.752160072760345,1.80789243799613,64.175654853621,57.8472222222222,,
MTH,Motus Holdings Limited,4.5798783373946,4.61932226565924,3.1493785389969,2.34121627544133,5.559840821836159,4.17330708415362,14.0044566784638,9.00539447066757,,
GCT,Greencoat Renewables Plc,89.5879768711438,-5.7959427593113,-39.8439771295668,-42.3304906806215,25.795458216235428,,,,,
LHC,Life Healthcare Group Holdings Limited,23.2911089866157,8.76752708731676,-2.50956022944551,-5.76800509878904,9.58014659018483,-5.78806411640085,-12.1090483358421,-9.31968848555062,,14.523581899298915
GND,Grindrod Limited,,20.4289884087528,35.1602423172995,38.4845849438285,31.283593711206887,13.849614467664,21.859491696289,17.6754880732859,,
GNDP,Grindrod Ltd Cum.Non-Red.Non-Ptg.Non-Cnv.Pref.Shs,,20.4289884087528,35.1602423172995,38.4845849438285,31.283593711206887,13.849614467664,21.859491696289,17.6754880732859,,
LTE,Lighthouse Properties Plc,63.8067329906588,57.529978595133,52.1438700838439,69.81591435166,34.62240668835285,6.98333969685744,11.9705189198676,7.34422237661251,,
OMN,Omnia Holdings Limited,21.8072445579262,7.47825334314277,7.0671225169862,5.13264378759683,12.481066343532262,6.62107466852756,12.0927861330614,11.5831624182049,,14.328991214783398
EQU,Equites Property Fund Ltd ZAR,48.264199401843,42.9103682313865,52.5268201020998,38.846779223741,23.91540748528058,4.9646529145058,11.296112711744,6.82581080793213,,
WBC,We Buy Cars Holdings Ltd.,4.72465949729086,4.72465949729086,4.59462619815714,3.50909087021208,0.18067808415205006,19.6108078824633,34.9102091961981,26.3275485785986,0,
FTB,Fairvest Limited Class B,59.4092315363087,75.3635362518887,67.4199752807722,67.1890975098838,15.7205856541407,10.1936450343718,15.4523062978557,11.8275417917225,,
FTA,Fairvest Limited Class A,59.4092315363087,75.3635362518887,67.4199752807722,67.1890975098838,15.7205856541407,10.1936450343718,15.4523062978557,11.8275417917225,,
MSP,MAS P.L.C.,69.4273363249733,57.6351328695521,77.8737790726475,59.0125669497762,134.08346801052866,3.58091686305452,5.32751537670056,3.86427558600883,,
JSE,JSE Limited,43.1938013005474,16.1551807830394,17.9051346198996,13.6910665501122,15.58195223278703,1.73779953313561,21.9704550656982,21.2176842242108,,
SSU,Southern Sun Limited,22.9859571322986,22.9859571322986,19.7487065779749,15.0923872875092,13.392461197339244,7.41790177274048,11.5523874179679,9.11525756628872,,
HCI,Hosken Consolidated Investments Limited,17.2597631473432,17.2597631473432,27.1785357453014,25.6635981168808,8.619926701309259,10.4452763454182,28.541444431597,18.3406695788126,,
ISO,"ASP Isotopes, Inc.",7.79875885781373,-239.804603966623,-669.046920206298,-734.169147553357,-198.89303534739403,-57.1288441120109,-138.934618443905,-71.3937424529702,51.81768627615414,195.78567654828294
SPP,Spar Group Limited,10.8188171200742,2.4311830673204,0.962159026087582,0.614504494847771,2.5317015508030614,1.55444589919614,10.4526329210761,3.54203301807309,0,8.516411647551166
ATT,Attacq Limited,60.1123702294926,47.5235430237316,59.6721401132973,47.7231989365913,36.37532643758426,5.8470350063323,10.891782916614,6.81668389308495,,
SUI,Sun International Limited,52.0955257693034,23.749292052105,22.3145176515009,15.121767037946,13.535963753067772,11.8015396515525,52.9586776859504,22.1822209914151,,28.346233717198416
RLO,Reunert Limited,10.9141992651826,10.9141992651826,10.3955046466393,7.3986024061667,7.492255601181472,7.81404549950544,12.8358955130609,10.9951287404315,,
WBO,Wilson Bayly Holmes-Ovcon Limited,9.29790814978948,4.87287601709848,5.82878722971512,4.30545393873958,5.049813119585876,8.0142571604275,23.1770921648884,21.6394615041267,,4.425032132691017
AFE,AECI Ltd,7.25538327688531,7.25538327688531,3.67585371158686,1.08442345337601,5.077214678557002,1.35158685591464,2.98878136507665,2.18527910835603,,
PPC,PPC Limited,20.4987237384646,11.4667190261143,8.32515216964461,5.06577655605733,8.776752405262124,5.83710407239819,9.32417780990242,8.41212911640039,,9.032004712350284
SDO,Stadio Holdings Pty Ltd.,24.9324686569288,24.9324686569288,25.9305691426982,17.7914466998045,8.71538628254147,12.9361288020416,16.24502944207,15.5266776185507,,
ITE,Italtile Limited,40.2046617396248,21.5122228538943,22.1375781694144,15.6793632745878,22.092097782831154,13.8051857042747,18.2552290177389,17.38746690203,,23.66117111995452
SAC,SA Corporate Real Estate Ltd.,46.5772164823576,41.7976927546309,14.5956161379885,19.2993129727632,,2.67143245128363,4.96561035825412,3.11706467622373,,
RBX,Raubex Group Limited,12.9799565196429,7.61538502358274,7.46159411254939,4.98694287589276,0.06278994256062774,7.01101119381358,15.8250578852586,13.0429684379184,,5.364571496060186
AFH,Alexander Forbes Group Holdings Limited,77.4269398723547,14.0577762848505,16.9129996640914,11.6728249916023,43.48337252267383,0.139139974814664,18.8781746570691,16.1252900232019,,
SAP,Sappi Limited,6.26687162235435,5.78153884182292,-11.7902177208973,-12.3394120004395,-2.8785836451119944,-11.1688999503179,-29.4333481565988,-16.6421767745242,,0.4853327805315318
ARL,Astral Foods Limited,17.4970565873974,5.18316490453909,5.35566915348245,3.874543843441,5.987991681209283,9.51376082252727,17.3079961417931,16.7597477974348,,12.313891682858328
CCD,Cell C Holdings Ltd.,,,,,,,,,,
SSS,Stor-Age Property REIT Ltd.,74.4935693835166,58.8585960139571,71.4824336500228,74.1862495781919,40.619788278431606,7.85009349039317,12.8291996454879,8.32284833022472,,
CLI,Clientele Limited,,26.6390094341395,24.1701099769541,16.3610322949642,-8.10173515942001,4.08450663892851,13.2286881502546,13.20401970349,,
THA,Tharisa Plc,20.3060643886252,9.8645157902603,19.400376559262,13.0623639651019,-3.3338016370452173,6.7488568201802,10.9027621576122,10.3444752417757,,10.35437381860683
BAT,Brait PLC,96.6142684401451,84.2805320435308,-2.78113663845224,-2.78113663845224,-6.166868198307134,-0.15387188493059,-0.188903946449838,-0.154746686402476,,
AEL,Altron Limited Class A,9.80618124672603,9.80618124672603,8.41278156102672,6.5688842325825,16.134101623886853,7.16981132075472,15.3544753275377,12.5349860055978,,
RCL,RCL Foods Limited,97.4601553941249,5.77128799703268,5.24909526315102,4.16563280056026,1.8483525258643096,6.05275899577679,10.3743296881517,8.76377744806313,,
BTN,Burstone Group Limited,61.8260406733625,-23.2383632060221,-53.5192158349064,-53.5971764945589,18.52498086596767,-5.90095519272575,-12.1041255035538,-6.96514211732507,,
OAO,Oando PLC,0.729522240201277,-3.09186622513744,0.436883635839689,7.60388703555149,-3.2193480568628696,3.71906587369406,,20.7909617786841,,3.821388465338719
LSK,"Lesaka Technologies, Inc.",24.0728231437937,2.05985463873452,-5.18569189112111,-3.99900242268743,2.0788513609798485,-4.23833517602302,-10.2883457288961,-6.16477328898623,,22.01296850505919
BLU,Blu Label Unlimited Group Ltd,15.5385732346616,28.7067632248371,-16.7053098791503,-18.859523817541,2.8814889968184914,-19.8687836757571,-76.7878985937209,-44.2977421942689,,52.34197552960605
PWR,"PowerFleet, Inc.",54.6332505630305,4.80729918577121,-6.00658312640758,-7.00467748455275,2.973725241092568,-3.24656554582984,-6.42874481010028,-4.25630761629931,4.279494138707628,45.54645723855171
DIB,Dipula Properties Limited Class B,60.8110252358631,54.6927994816632,63.9897390464983,61.6100837669336,35.34971207182667,8.54972350155791,14.135499478833,8.86663318066087,,
WVR,Weaver Fintech Ltd.,67.4060494958753,21.0999083409716,9.03758020164986,7.40604949587534,-14.372135655362053,4.75517890772128,10.2746693794507,5.29488859764089,,46.306141154903756
EMI,Emira Property Fund Ltd.,49.5289610096912,97.3544717252144,82.5695054141059,93.6931972995065,30.85505535204303,8.27698831002908,14.5354357418139,9.51358147915746,,
CAA,CA Sales Holdings (Pty) Ltd.,15.0421611676911,6.46729147377135,6.78441859468292,5.39772720618564,4.618697539598534,11.5616236714046,20.0489459141559,18.5085376304418,,8.911773342411953
TSG,Tsogo Sun Limited,43.1542941665896,24.4430063788481,15.4201719515577,11.0196912267727,12.4341314597393,7.69652945924132,22.5437352245863,9.60515713134569,,
KAP,KAP Limited,13.9571605107785,7.03007002608815,1.28381161609227,0.432514073870658,2.004668405876699,0.40695702727581,0.976403580146461,0.619149406648485,,
OCE,Oceana Group Limited,27.783891945973,12.1560780390195,9.67483741870936,6.74337168584292,6.323161580790396,4.86800765591709,8.81449028967501,6.63843199054467,,15.627813906953477
SEA,Spear REIT Ltd.,63.2527692690005,54.2951835385097,86.9768711477128,85.9768054809831,45.94250427155639,12.3673163598782,16.8480583131176,13.3292145602952,,
SBP,Sabvest Capital Ltd.,,802.242825102498,802.242825102498,802.242110826988,-6.537763746232196,20.1813428839184,20.1908518222066,20.1908518222066,,
SPG,Super Group Limited,4.63309577020124,4.63309577020124,3.432573360337,2.22730344110555,-2.4638056986427666,1.70370974963789,7.04260842472872,4.47919774194399,,
RBO,Rainbow Chicken Limited,,6.85360806453377,7.31998827758502,5.52056888738849,5.931134338505115,10.797359912757,19.5164202083201,18.8562297462582,,
HDC,Hudaco Industries Limited,37.4949747718401,12.5369569310084,10.2203853316948,6.56428251286899,10.83259157517427,8.8652732171622,16.2425256188735,12.5707404729523,,24.958017840831634
SYG,Sygnia Ltd.,45.9349742095796,45.9349742095796,50.3489181895809,35.8382331851427,36.447586348464526,0.220984342496387,43.9406328489119,37.6254869283988,,
FBR,Famous Brands Limited,42.9972624545971,10.2294376951243,9.78683356464622,6.61546627916615,5.7867959432363465,15.3277722405349,51.4418534491625,26.9660756744478,,32.76782475947281
AFT,Afrimat Limited,18.4414248496041,5.5360724959804,0.896560669556018,-1.03920865623396,-1.1097940022676995,-0.99427550043197,-2.18100035940648,-2.08986083431984,,13.627560827343654
CAT,Caxton and CTP Publishers and Printers Limited,24.2595171842823,8.05424130026092,11.0494531934162,8.78575762376001,12.022736035435578,5.91845233094693,7.3138146833377,7.30443685031524,,17.515385006231714
OCT,Octodec Investments Limited,46.5168842974191,37.5170212407796,23.2022544243852,24.1623593202696,20.569575188956815,4.60318199117702,8.09883554248837,5.0781523968751,,
LEW,Lewis Group Limited,69.6781912445931,12.5665961080263,10.7586587722797,8.09788221820004,5.506641715495291,8.96717283237649,16.0562038097748,12.2198304130114,0,57.11159513656676
ACS,Acsion Limited,60.7347935111949,59.6340095958372,125.914348174945,95.4676558005091,48.79995529811511,9.44322340364156,13.2641854283897,11.7614859106845,,
BEL,Bell Equipment Limited,21.8366946726719,8.12387561937048,5.12723395483118,3.4435290238715,8.329170496610953,4.25804461538325,6.76483159879613,6.1775274865718,0.42471246387836864,15.788400027940547
MKR,"Montauk Renewables, Inc.",36.0047056995566,0.261921013057207,-1.10927988368931,1.23025187700811,-54.79087937760464,0.539412121079408,0.849490382404782,0.613687982428095,,35.74278468649941
NPK,Nampak Limited,,14.8562479024499,13.3944885706828,10.8103068948801,8.392996979527911,10.4084948253732,63.4562766772463,16.9989445291427,,
SUR,Spur Corporation Limited,24.6851627678555,9.70545777367022,10.6391048926917,7.24261363678621,9.250843693624123,19.9194356129228,33.9003721337175,31.4572515323551,,14.979704994185314
CPP,Collins Property Group Limited,84.5364428213225,75.8188530669127,52.5912349601881,51.4435593338519,32.59755559761265,4.45112185545562,10.989971016203,5.11489887468371,,
KP2,Kore Potash PLC,,,,,,-0.509426432013396,-0.513983647292495,-0.513983647292495,,
CHP,Choppies Enterprises Limited,20.3234954311522,3.90715261001996,1.86955151769772,1.23936561285579,3.539544165528831,3.91571262651402,31.5086782376502,10.2742707879843,0,16.437349017960297
MCZ,MC Mining Ltd,-46.0247396248173,-87.5039404530066,-245.382890709384,-228.260273876973,-252.43772258850785,-28.4472970471673,-39.7170649139184,-39.2608680811762,,41.47920082818894
KAL,KAL Group Limited,15.2195841459331,3.08716978901956,3.0927791895672,1.983294919528,3.2390914642554614,4.89773768841575,12.1356530915838,9.38329780819032,,12.1324143569135
MRF,Merafe Resources Limited,8.51546656424806,8.51546656424806,3.02753597033836,2.44371903640814,2.7983966071606994,2.33783338551272,2.97215516997896,2.969650368176,,
MPT,Mpact Limited,40.7822510140026,6.72896392587391,5.09939374829805,3.47842288564344,1.0032534074785375,3.96173748388045,8.83380650797117,5.52312681344939,,34.22670660570708
IVT,Invicta Holdings Limited,32.6009208522872,8.67108556634763,7.2271442428647,8.88032118086018,8.65272505134776,8.08177420436913,14.4988206192421,11.0276031783946,0,23.92983528593957
ORN,Orion Minerals Limited,,,,,,-7.84290460370195,-10.8261071327831,-9.19343061463392,,
SHG,Sea Harvest Group Ltd.,34.0702392127842,28.7014545934069,8.2178927573809,4.93510720227561,8.83156534530712,3.38550393342277,8.10159609130986,4.89913559741601,,5.368784619377277
YYLBEE,YeboYethu Limited,,481.382390286317,385.005855436255,301.984365773812,39.99875985946953,15.4114441518796,60.0214751347658,16.9515549728731,,
CMH,Combined Motor Holdings Limited,16.1482230181164,4.63343642333904,3.36544844788969,2.48833474739978,-1.453429052796128,6.87013034368928,27.0879236612871,16.9100537842889,0,11.514786594777354
ZZD,Zeda Limited,40.8800443819598,15.0254963391269,8.43446918747885,6.31491697350792,-2.1336563320353537,4.87928132178585,21.898785454105,10.5433171457246,,
